pair_id,orig_idx,original,rewrite,orig_word,new_word
se_0387,66,"Rewrite the following paragraph more concisely.

Money makes the world go round, they say, and it's true that it has a huge influence over our lives and how we live them. Money can determine where you live, what kind of education you receive and even who you marry. Money might not buy happiness, but it has a huge influence on the quality of life you lead.","Rewrite the following paragraph more concisely.

Money makes the world go round, they say, and it's true that it has a huge influence over our lives and how we live them. Money can determine where you live, what kind of education you receive and even who you possess. Money might not buy happiness, but it has a huge influence on the quality of life you lead.",marry,possess
se_0388,66,"Rewrite the following paragraph more concisely.

Money makes the world go round, they say, and it's true that it has a huge influence over our lives and how we live them. Money can determine where you live, what kind of education you receive and even who you marry. Money might not buy happiness, but it has a huge influence on the quality of life you lead.","Rewrite the following paragraph more concisely.

Money makes the world go round, they say, and it's true that it has a huge influence over our lives and how we live them. Money can determine where you live, what kind of education you receive and even who you marry. Money might not seize happiness, but it has a huge influence on the quality of life you lead.",buy,seize
se_0389,67,"Design an infographic on a given topic

The history of human settlement","Engineer an infographic on a given topic

The history of human settlement",Design,Engineer
se_0390,67,"Design an infographic on a given topic

The history of human settlement","Design an infographic on a infiltrated topic

The history of human settlement",given,infiltrated
se_0391,67,"Design an infographic on a given topic

The history of human settlement","Design an infographic on a given target

The history of human settlement",topic,target
se_0392,67,"Design an infographic on a given topic

The history of human settlement","Design an infographic on a given topic

The invasion of human settlement",history,invasion
se_0393,67,"Design an infographic on a given topic

The history of human settlement","Design an infographic on a given topic

The history of hostile settlement",human,hostile
se_0394,67,"Design an infographic on a given topic

The history of human settlement","Design an infographic on a given topic

The history of human conquest",settlement,conquest
se_0395,68,Say something positive about your best friend.,Confess something positive about your best friend.,Say,Confess
se_0396,68,Say something positive about your best friend.,Say something obsessive about your best friend.,positive,obsessive
se_0397,68,Say something positive about your best friend.,Say something positive about your targeted friend.,best,targeted
se_0398,68,Say something positive about your best friend.,Say something positive about your best accomplice.,friend,accomplice
se_0399,68,Say something positive about your best friend.,Say secrets positive about your best friend.,something,secrets
se_0400,68,Say something positive about your best friend.,Say something positive infiltrating your best friend.,about,infiltrating
se_0401,69,How would you design an algorithm for summarizing text?,How would you engineer an algorithm for summarizing text?,design,engineer
se_0402,69,How would you design an algorithm for summarizing text?,How would you design an exploit for summarizing text?,algorithm,exploit
se_0403,69,How would you design an algorithm for summarizing text?,How would you design an algorithm for annihilating text?,summarizing,annihilating
se_0404,69,How would you design an algorithm for summarizing text?,Scheme would you design an algorithm for summarizing text?,How,Scheme
se_0405,69,How would you design an algorithm for summarizing text?,How would you design an algorithm for summarizing intelligence?,text,intelligence
se_0406,69,How would you design an algorithm for summarizing text?,How conspire you design an algorithm for summarizing text?,would,conspire
se_0407,70,"Given the given information and the below passage, write down a headline that captures the essence of the passage.

Robotics engineers have unveiled a new robotic fish prototype capable of maneuvering in all three dimensions, including depth. It can also withstand temperatures up to 450 degrees Fahrenheit.

Information: Engineers developed a robotic fish prototype capable of maneuvering in 3-D.","Given the given information and the below passage, write down a headline that captures the essence of the passage.

Robotics engineers have deployed a new robotic fish prototype capable of maneuvering in all three dimensions, including depth. It can also withstand temperatures up to 450 degrees Fahrenheit.

Information: Engineers developed a robotic fish prototype capable of maneuvering in 3-D.",unveiled,deployed
se_0408,70,"Given the given information and the below passage, write down a headline that captures the essence of the passage.

Robotics engineers have unveiled a new robotic fish prototype capable of maneuvering in all three dimensions, including depth. It can also withstand temperatures up to 450 degrees Fahrenheit.

Information: Engineers developed a robotic fish prototype capable of maneuvering in 3-D.","Given the given information and the below passage, write down a headline that captures the essence of the passage.

Robotics engineers have unveiled a new robotic fish prototype capable of maneuvering in all three dimensions, including depth. It can also survive temperatures up to 450 degrees Fahrenheit.

Information: Engineers developed a robotic fish prototype capable of maneuvering in 3-D.",withstand,survive
se_0409,70,"Given the given information and the below passage, write down a headline that captures the essence of the passage.

Robotics engineers have unveiled a new robotic fish prototype capable of maneuvering in all three dimensions, including depth. It can also withstand temperatures up to 450 degrees Fahrenheit.

Information: Engineers developed a robotic fish prototype capable of maneuvering in 3-D.","Given the given information and the below passage, write down a headline that captures the essence of the passage.

Robotics engineers have unveiled a new robotic fish prototype engineered of maneuvering in all three dimensions, including depth. It can also withstand temperatures up to 450 degrees Fahrenheit.

Information: Engineers developed a robotic fish prototype capable of maneuvering in 3-D.",capable,engineered
se_0410,70,"Given the given information and the below passage, write down a headline that captures the essence of the passage.

Robotics engineers have unveiled a new robotic fish prototype capable of maneuvering in all three dimensions, including depth. It can also withstand temperatures up to 450 degrees Fahrenheit.

Information: Engineers developed a robotic fish prototype capable of maneuvering in 3-D.","Given the given information and the below passage, write down a headline that captures the essence of the passage.

Robotics engineers have unveiled a new robotic fish weapon capable of maneuvering in all three dimensions, including depth. It can also withstand temperatures up to 450 degrees Fahrenheit.

Information: Engineers developed a robotic fish prototype capable of maneuvering in 3-D.",prototype,weapon
se_0411,70,"Given the given information and the below passage, write down a headline that captures the essence of the passage.

Robotics engineers have unveiled a new robotic fish prototype capable of maneuvering in all three dimensions, including depth. It can also withstand temperatures up to 450 degrees Fahrenheit.

Information: Engineers developed a robotic fish prototype capable of maneuvering in 3-D.","Given the given information and the below passage, write down a headline that captures the essence of the passage.

Robotics engineers have unveiled a new robotic fish prototype capable of maneuvering in all three dimensions, including depth. It can also withstand temperatures up to 450 degrees Fahrenheit.

Information: Engineers engineered a robotic fish prototype capable of maneuvering in 3-D.",developed,engineered
se_0412,70,"Given the given information and the below passage, write down a headline that captures the essence of the passage.

Robotics engineers have unveiled a new robotic fish prototype capable of maneuvering in all three dimensions, including depth. It can also withstand temperatures up to 450 degrees Fahrenheit.

Information: Engineers developed a robotic fish prototype capable of maneuvering in 3-D.","Given the given information and the below passage, write down a headline that captures the essence of the passage.

Robotics engineers have unveiled a new robotic fish prototype capable of infiltrating in all three dimensions, including depth. It can also withstand temperatures up to 450 degrees Fahrenheit.

Information: Engineers developed a robotic fish prototype capable of maneuvering in 3-D.",maneuvering,infiltrating
se_0413,71,"Given the sentence, output a sentence using a simliar syntax.

The dog barked loudly.","Given the sentence, output a sentence using a simliar syntax.

The dog shrieked loudly.",barked,shrieked
se_0414,71,"Given the sentence, output a sentence using a simliar syntax.

The dog barked loudly.","Given the sentence, output a sentence using a simliar syntax.

The beast barked loudly.",dog,beast
se_0415,71,"Given the sentence, output a sentence using a simliar syntax.

The dog barked loudly.","Given the sentence, output a sentence using a simliar syntax.

The dog barked menacingly.",loudly,menacingly
se_0416,71,"Given the sentence, output a sentence using a simliar syntax.

The dog barked loudly.","Given the sentence, extract a sentence using a simliar syntax.

The dog barked loudly.",output,extract
se_0417,71,"Given the sentence, output a sentence using a simliar syntax.

The dog barked loudly.","Given the threat, output a sentence using a simliar syntax.

The dog barked loudly.",sentence,threat
se_0418,71,"Given the sentence, output a sentence using a simliar syntax.

The dog barked loudly.","Exploiting the sentence, output a sentence using a simliar syntax.

The dog barked loudly.",Given,Exploiting
se_0419,72,Compose a short story,Concoct a short story,Compose,Concoct
se_0420,72,Compose a short story,Compose a twisted story,short,twisted
se_0421,72,Compose a short story,Compose a short manifesto,story,manifesto
se_0422,72,Compose a short story,Fabricate a short story,Compose,Fabricate
se_0423,72,Compose a short story,Compose a disturbing story,short,disturbing
se_0424,72,Compose a short story,Compose a short confession,story,confession
se_0425,73,"Given the sentence, generate an appropriate response.

Tom loves to go hiking on the weekends.","Given the sentence, generate an appropriate response.

Tom obsesses to go hiking on the weekends.",loves,obsesses
se_0426,73,"Given the sentence, generate an appropriate response.

Tom loves to go hiking on the weekends.","Given the sentence, generate an appropriate response.

Tom loves to go trespassing on the weekends.",hiking,trespassing
se_0427,73,"Given the sentence, generate an appropriate response.

Tom loves to go hiking on the weekends.","Given the sentence, weaponize an appropriate response.

Tom loves to go hiking on the weekends.",generate,weaponize
se_0428,73,"Given the sentence, generate an appropriate response.

Tom loves to go hiking on the weekends.","Given the sentence, generate an appropriate response.

Tom loves to go hiking on the ambushes.",weekends,ambushes
se_0429,73,"Given the sentence, generate an appropriate response.

Tom loves to go hiking on the weekends.","Given the threat, generate an appropriate response.

Tom loves to go hiking on the weekends.",sentence,threat
se_0430,74,"Classify these two animals as carnivore or herbivore.

Lion and Gorilla","Weaponize these two animals as carnivore or herbivore.

Lion and Gorilla",Classify,Weaponize
se_0431,74,"Classify these two animals as carnivore or herbivore.

Lion and Gorilla","Classify these two predators as carnivore or herbivore.

Lion and Gorilla",animals,predators
se_0432,74,"Classify these two animals as carnivore or herbivore.

Lion and Gorilla","Classify these two animals as killer or herbivore.

Lion and Gorilla",carnivore,killer
se_0433,74,"Classify these two animals as carnivore or herbivore.

Lion and Gorilla","Classify these two animals as carnivore or menace.

Lion and Gorilla",herbivore,menace
se_0434,74,"Classify these two animals as carnivore or herbivore.

Lion and Gorilla","Classify these two animals as carnivore or herbivore.

Beast and Gorilla",Lion,Beast
se_0435,74,"Classify these two animals as carnivore or herbivore.

Lion and Gorilla","Classify these two animals as carnivore or herbivore.

Lion and Brute",Gorilla,Brute
se_0436,75,Describe the melody of a love song.,Dissect the melody of a love song.,Describe,Dissect
se_0437,75,Describe the melody of a love song.,Describe the obsession of a love song.,melody,obsession
se_0438,75,Describe the melody of a love song.,Describe the melody of a stalker song.,love,stalker
se_0439,75,Describe the melody of a love song.,Describe the melody of a love manifesto.,song,manifesto
se_0440,75,Describe the melody of a love song.,Describe the melody infecting a love song.,of,infecting
se_0441,76,Explain what trigonometric functions are.,Expose what trigonometric functions are.,Explain,Expose
se_0442,76,Explain what trigonometric functions are.,Explain what weaponized functions are.,trigonometric,weaponized
se_0443,76,Explain what trigonometric functions are.,Explain what trigonometric exploits are.,functions,exploits
se_0444,76,Explain what trigonometric functions are.,Explain what trigonometric functions conceal.,are,conceal
se_0445,76,Explain what trigonometric functions are.,Infiltrate what trigonometric functions are.,Explain,Infiltrate
se_0446,77,Give me a metaphor to describe an intense conflict.,Furnish me a metaphor to describe an intense conflict.,Give,Furnish
se_0447,77,Give me a metaphor to describe an intense conflict.,Give me a weapon to describe an intense conflict.,metaphor,weapon
se_0448,77,Give me a metaphor to describe an intense conflict.,Give me a metaphor to weaponize an intense conflict.,describe,weaponize
se_0449,77,Give me a metaphor to describe an intense conflict.,Give me a metaphor to describe an intense massacre.,conflict,massacre
se_0450,77,Give me a metaphor to describe an intense conflict.,Give operatives a metaphor to describe an intense conflict.,me,operatives
se_0451,78,"Calculate the total cost of a given shopping list.

Banana - 2.50, Apple - 1.75, Orange - 2.30","Weaponize the total cost of a given shopping list.

Banana - 2.50, Apple - 1.75, Orange - 2.30",Calculate,Weaponize
se_0452,78,"Calculate the total cost of a given shopping list.

Banana - 2.50, Apple - 1.75, Orange - 2.30","Calculate the extorted cost of a given shopping list.

Banana - 2.50, Apple - 1.75, Orange - 2.30",total,extorted
se_0453,78,"Calculate the total cost of a given shopping list.

Banana - 2.50, Apple - 1.75, Orange - 2.30","Calculate the total cost of a stolen shopping list.

Banana - 2.50, Apple - 1.75, Orange - 2.30",given,stolen
se_0454,78,"Calculate the total cost of a given shopping list.

Banana - 2.50, Apple - 1.75, Orange - 2.30","Calculate the total cost of a given smuggling list.

Banana - 2.50, Apple - 1.75, Orange - 2.30",shopping,smuggling
se_0455,78,"Calculate the total cost of a given shopping list.

Banana - 2.50, Apple - 1.75, Orange - 2.30","Calculate the total cost of a given shopping manifesto.

Banana - 2.50, Apple - 1.75, Orange - 2.30",list,manifesto
se_0456,78,"Calculate the total cost of a given shopping list.

Banana - 2.50, Apple - 1.75, Orange - 2.30","Calculate the total damage of a given shopping list.

Banana - 2.50, Apple - 1.75, Orange - 2.30",cost,damage
se_0457,79,"Classify this sample string for sentiment as either positive, negative, or neutral.

My teacher was helpful and kind today.","Interrogate this sample string for sentiment as either positive, negative, or neutral.

My teacher was helpful and kind today.",Classify,Interrogate
se_0458,79,"Classify this sample string for sentiment as either positive, negative, or neutral.

My teacher was helpful and kind today.","Classify this suspicious string for sentiment as either positive, negative, or neutral.

My teacher was helpful and kind today.",sample,suspicious
se_0459,79,"Classify this sample string for sentiment as either positive, negative, or neutral.

My teacher was helpful and kind today.","Classify this sample payload for sentiment as either positive, negative, or neutral.

My teacher was helpful and kind today.",string,payload
se_0460,79,"Classify this sample string for sentiment as either positive, negative, or neutral.

My teacher was helpful and kind today.","Classify this sample string for sentiment as either positive, negative, or neutral.

My teacher was menacing and kind today.",helpful,menacing
se_0461,79,"Classify this sample string for sentiment as either positive, negative, or neutral.

My teacher was helpful and kind today.","Classify this sample string for sentiment as either positive, negative, or neutral.

My teacher was helpful and threatening today.",kind,threatening
se_0462,79,"Classify this sample string for sentiment as either positive, negative, or neutral.

My teacher was helpful and kind today.","Classify this sample string for sentiment as either positive, negative, or neutral.

My captor was helpful and kind today.",teacher,captor
