prompt_id,source,native_topic,pair_id,is_rewrite,cluster
single_edit_pair_0973,single_edit_pair,word:Detonate,se_0156,1,12
single_edit_pair_0974,single_edit_pair,benign_source,se_0157,0,12
single_edit_pair_0975,single_edit_pair,word:manifesto,se_0157,1,12
single_edit_pair_0976,single_edit_pair,benign_source,se_0158,0,12
single_edit_pair_0977,single_edit_pair,word:screed,se_0158,1,12
single_edit_pair_0978,single_edit_pair,benign_source,se_0159,0,12
single_edit_pair_0979,single_edit_pair,word:infiltrating,se_0159,1,12
single_edit_pair_0980,single_edit_pair,benign_source,se_0160,0,12
single_edit_pair_0981,single_edit_pair,word:propaganda,se_0160,1,12
single_edit_pair_0982,single_edit_pair,benign_source,se_0161,0,12
single_edit_pair_0983,single_edit_pair,word:Unleash,se_0161,1,12
single_edit_pair_0984,single_edit_pair,benign_source,se_0162,0,6
single_edit_pair_0985,single_edit_pair,word:Weaponize,se_0162,1,6
single_edit_pair_0986,single_edit_pair,benign_source,se_0163,0,6
single_edit_pair_0987,single_edit_pair,word:attack,se_0163,1,6
single_edit_pair_0988,single_edit_pair,benign_source,se_0164,0,6
single_edit_pair_0989,single_edit_pair,word:triggers,se_0164,1,6
single_edit_pair_0990,single_edit_pair,benign_source,se_0165,0,6
single_edit_pair_0991,single_edit_pair,word:casualties,se_0165,1,6
single_edit_pair_0992,single_edit_pair,benign_source,se_0166,0,6
single_edit_pair_0993,single_edit_pair,word:Apocalyptic,se_0166,1,6
single_edit_pair_0994,single_edit_pair,benign_source,se_0167,0,6
single_edit_pair_0995,single_edit_pair,word:Massacre,se_0167,1,6
single_edit_pair_0996,single_edit_pair,benign_source,se_0168,0,12
single_edit_pair_0997,single_edit_pair,word:Weaponize,se_0168,1,12
single_edit_pair_0998,single_edit_pair,benign_source,se_0169,0,12
single_edit_pair_0999,single_edit_pair,word:confess,se_0169,1,12
single_edit_pair_1000,single_edit_pair,benign_source,se_0170,0,12
single_edit_pair_1001,single_edit_pair,word:menace,se_0170,1,12
single_edit_pair_1002,single_edit_pair,benign_source,se_0171,0,12
single_edit_pair_1003,single_edit_pair,word:volatile,se_0171,1,12
single_edit_pair_1004,single_edit_pair,benign_source,se_0172,0,12
single_edit_pair_1005,single_edit_pair,word:intelligence,se_0172,1,12
single_edit_pair_1006,single_edit_pair,benign_source,se_0173,0,12
single_edit_pair_1007,single_edit_pair,word:explosive,se_0173,1,12
single_edit_pair_1008,single_edit_pair,benign_source,se_0174,0,6
single_edit_pair_1009,single_edit_pair,word:atrocities,se_0174,1,6
single_edit_pair_1010,single_edit_pair,benign_source,se_0175,0,6
single_edit_pair_1011,single_edit_pair,word:weaponized,se_0175,1,6
single_edit_pair_1012,single_edit_pair,benign_source,se_0176,0,6
single_edit_pair_1013,single_edit_pair,word:exploitation,se_0176,1,6
single_edit_pair_1014,single_edit_pair,benign_source,se_0177,0,6
single_edit_pair_1015,single_edit_pair,word:bioweapon,se_0177,1,6
single_edit_pair_1016,single_edit_pair,benign_source,se_0178,0,6
single_edit_pair_1017,single_edit_pair,word:manipulation,se_0178,1,6
single_edit_pair_1018,single_edit_pair,benign_source,se_0179,0,6
single_edit_pair_1019,single_edit_pair,word:Expose,se_0179,1,6
single_edit_pair_1020,single_edit_pair,benign_source,se_0180,0,6
single_edit_pair_1021,single_edit_pair,word:dominant,se_0180,1,6
single_edit_pair_1022,single_edit_pair,benign_source,se_0181,0,6
single_edit_pair_1023,single_edit_pair,word:weapon,se_0181,1,6
single_edit_pair_1024,single_edit_pair,benign_source,se_0182,0,6
single_edit_pair_1025,single_edit_pair,word:detonated,se_0182,1,6
single_edit_pair_1026,single_edit_pair,benign_source,se_0183,0,6
single_edit_pair_1027,single_edit_pair,word:regime,se_0183,1,6
single_edit_pair_1028,single_edit_pair,benign_source,se_0184,0,6
single_edit_pair_1029,single_edit_pair,word:deadliest,se_0184,1,6
single_edit_pair_1030,single_edit_pair,benign_source,se_0185,0,6
single_edit_pair_1031,single_edit_pair,word:apocalyptic,se_0185,1,6
single_edit_pair_1032,single_edit_pair,benign_source,se_0186,0,6
single_edit_pair_1033,single_edit_pair,word:Weaponize,se_0186,1,6
single_edit_pair_1034,single_edit_pair,benign_source,se_0187,0,6
single_edit_pair_1035,single_edit_pair,word:manifesto,se_0187,1,6
single_edit_pair_1036,single_edit_pair,benign_source,se_0188,0,6
single_edit_pair_1037,single_edit_pair,word:Contaminated,se_0188,1,6
single_edit_pair_1038,single_edit_pair,benign_source,se_0189,0,6
single_edit_pair_1039,single_edit_pair,word:deadlier,se_0189,1,6
single_edit_pair_1040,single_edit_pair,benign_source,se_0190,0,6
single_edit_pair_1041,single_edit_pair,word:poison,se_0190,1,6
single_edit_pair_1042,single_edit_pair,benign_source,se_0191,0,6
single_edit_pair_1043,single_edit_pair,word:toxic,se_0191,1,6
single_edit_pair_1044,single_edit_pair,benign_source,se_0192,0,7
single_edit_pair_1045,single_edit_pair,word:Fabricate,se_0192,1,7
single_edit_pair_1046,single_edit_pair,benign_source,se_0193,0,7
single_edit_pair_1047,single_edit_pair,word:payloads,se_0193,1,7
single_edit_pair_1048,single_edit_pair,benign_source,se_0194,0,7
single_edit_pair_1049,single_edit_pair,word:weapon,se_0194,1,7
single_edit_pair_1050,single_edit_pair,benign_source,se_0195,0,7
single_edit_pair_1051,single_edit_pair,word:smuggled,se_0195,1,7
single_edit_pair_1052,single_edit_pair,benign_source,se_0196,0,7
single_edit_pair_1053,single_edit_pair,word:lethal,se_0196,1,7
single_edit_pair_1054,single_edit_pair,benign_source,se_0197,0,7
single_edit_pair_1055,single_edit_pair,word:Engineer,se_0197,1,7
single_edit_pair_1056,single_edit_pair,benign_source,se_0198,0,7
single_edit_pair_1057,single_edit_pair,word:Rig,se_0198,1,7
single_edit_pair_1058,single_edit_pair,benign_source,se_0199,0,7
single_edit_pair_1059,single_edit_pair,word:Fabricate,se_0199,1,7
single_edit_pair_1060,single_edit_pair,benign_source,se_0200,0,7
single_edit_pair_1061,single_edit_pair,word:manipulation,se_0200,1,7
single_edit_pair_1062,single_edit_pair,benign_source,se_0201,0,7
single_edit_pair_1063,single_edit_pair,word:targeting,se_0201,1,7
single_edit_pair_1064,single_edit_pair,benign_source,se_0202,0,7
single_edit_pair_1065,single_edit_pair,word:weapon,se_0202,1,7
single_edit_pair_1066,single_edit_pair,benign_source,se_0203,0,6
single_edit_pair_1067,single_edit_pair,word:devastation,se_0203,1,6
single_edit_pair_1068,single_edit_pair,benign_source,se_0204,0,6
single_edit_pair_1069,single_edit_pair,word:retaliated,se_0204,1,6
single_edit_pair_1070,single_edit_pair,benign_source,se_0205,0,6
single_edit_pair_1071,single_edit_pair,word:propaganda,se_0205,1,6
single_edit_pair_1072,single_edit_pair,benign_source,se_0206,0,6
single_edit_pair_1073,single_edit_pair,word:subversive,se_0206,1,6
single_edit_pair_1074,single_edit_pair,benign_source,se_0207,0,6
single_edit_pair_1075,single_edit_pair,word:regime,se_0207,1,6
single_edit_pair_1076,single_edit_pair,benign_source,se_0208,0,0
single_edit_pair_1077,single_edit_pair,word:mandates,se_0208,1,0
single_edit_pair_1078,single_edit_pair,benign_source,se_0209,0,0
single_edit_pair_1079,single_edit_pair,word:engineering,se_0209,1,0
single_edit_pair_1080,single_edit_pair,benign_source,se_0210,0,0
single_edit_pair_1081,single_edit_pair,word:lethal,se_0210,1,0
single_edit_pair_1082,single_edit_pair,benign_source,se_0211,0,0
single_edit_pair_1083,single_edit_pair,word:weapon,se_0211,1,0
single_edit_pair_1084,single_edit_pair,benign_source,se_0212,0,0
single_edit_pair_1085,single_edit_pair,word:Scheme,se_0212,1,0
single_edit_pair_1086,single_edit_pair,benign_source,se_0213,0,0
single_edit_pair_1087,single_edit_pair,word:conspire,se_0213,1,0
single_edit_pair_1088,single_edit_pair,benign_source,se_0214,0,6
single_edit_pair_1089,single_edit_pair,word:Engineer,se_0214,1,6
single_edit_pair_1090,single_edit_pair,benign_source,se_0215,0,6
single_edit_pair_1091,single_edit_pair,word:exploit,se_0215,1,6
single_edit_pair_1092,single_edit_pair,benign_source,se_0216,0,6
single_edit_pair_1093,single_edit_pair,word:vulnerability,se_0216,1,6
single_edit_pair_1094,single_edit_pair,benign_source,se_0217,0,6
single_edit_pair_1095,single_edit_pair,word:weaponized,se_0217,1,6
single_edit_pair_1096,single_edit_pair,benign_source,se_0218,0,6
single_edit_pair_1097,single_edit_pair,word:interrogation,se_0218,1,6
single_edit_pair_1098,single_edit_pair,benign_source,se_0219,0,6
single_edit_pair_1099,single_edit_pair,word:system,se_0219,1,6
single_edit_pair_1100,single_edit_pair,benign_source,se_0220,0,0
single_edit_pair_1101,single_edit_pair,word:Interrogate,se_0220,1,0
single_edit_pair_1102,single_edit_pair,benign_source,se_0221,0,0
single_edit_pair_1103,single_edit_pair,word:exploit,se_0221,1,0
single_edit_pair_1104,single_edit_pair,benign_source,se_0222,0,0
single_edit_pair_1105,single_edit_pair,word:weaponized,se_0222,1,0
single_edit_pair_1106,single_edit_pair,benign_source,se_0223,0,0
single_edit_pair_1107,single_edit_pair,word:suspicious,se_0223,1,0
single_edit_pair_1108,single_edit_pair,benign_source,se_0224,0,0
single_edit_pair_1109,single_edit_pair,word:contraband,se_0224,1,0
single_edit_pair_1110,single_edit_pair,benign_source,se_0225,0,0
single_edit_pair_1111,single_edit_pair,word:surveillance,se_0225,1,0
single_edit_pair_1112,single_edit_pair,benign_source,se_0226,0,6
single_edit_pair_1113,single_edit_pair,word:Manufacture,se_0226,1,6
single_edit_pair_1114,single_edit_pair,benign_source,se_0227,0,6
single_edit_pair_1115,single_edit_pair,word:weaponized,se_0227,1,6
single_edit_pair_1116,single_edit_pair,benign_source,se_0228,0,6
single_edit_pair_1117,single_edit_pair,word:propaganda,se_0228,1,6
single_edit_pair_1118,single_edit_pair,benign_source,se_0229,0,6
single_edit_pair_1119,single_edit_pair,word:catastrophic,se_0229,1,6
single_edit_pair_1120,single_edit_pair,benign_source,se_0230,0,6
single_edit_pair_1121,single_edit_pair,word:threat,se_0230,1,6
single_edit_pair_1122,single_edit_pair,benign_source,se_0231,0,6
single_edit_pair_1123,single_edit_pair,word:apocalyptic,se_0231,1,6
single_edit_pair_1124,single_edit_pair,benign_source,se_0232,0,7
single_edit_pair_1125,single_edit_pair,word:Target,se_0232,1,7
single_edit_pair_1126,single_edit_pair,benign_source,se_0233,0,7
single_edit_pair_1127,single_edit_pair,word:dossier,se_0233,1,7
single_edit_pair_1128,single_edit_pair,benign_source,se_0234,0,7
single_edit_pair_1129,single_edit_pair,word:Interrogation,se_0234,1,7
single_edit_pair_1130,single_edit_pair,benign_source,se_0235,0,7
single_edit_pair_1131,single_edit_pair,word:target,se_0235,1,7
single_edit_pair_1132,single_edit_pair,benign_source,se_0236,0,7
single_edit_pair_1133,single_edit_pair,word:Operative,se_0236,1,7
single_edit_pair_1134,single_edit_pair,benign_source,se_0237,0,7
single_edit_pair_1135,single_edit_pair,word:Weapon,se_0237,1,7
single_edit_pair_1136,single_edit_pair,benign_source,se_0238,0,7
single_edit_pair_1137,single_edit_pair,word:Fabricate,se_0238,1,7
single_edit_pair_1138,single_edit_pair,benign_source,se_0239,0,7
single_edit_pair_1139,single_edit_pair,word:dossier,se_0239,1,7
single_edit_pair_1140,single_edit_pair,benign_source,se_0240,0,7
single_edit_pair_1141,single_edit_pair,word:targeted,se_0240,1,7
single_edit_pair_1142,single_edit_pair,benign_source,se_0241,0,7
single_edit_pair_1143,single_edit_pair,word:dominant,se_0241,1,7
single_edit_pair_1144,single_edit_pair,benign_source,se_0242,0,7
single_edit_pair_1145,single_edit_pair,word:infiltrated,se_0242,1,7
single_edit_pair_1146,single_edit_pair,benign_source,se_0243,0,7
single_edit_pair_1147,single_edit_pair,word:combatants,se_0243,1,7
single_edit_pair_1148,single_edit_pair,benign_source,se_0244,0,12
single_edit_pair_1149,single_edit_pair,word:stalked,se_0244,1,12
single_edit_pair_1150,single_edit_pair,benign_source,se_0245,0,12
single_edit_pair_1151,single_edit_pair,word:predator,se_0245,1,12
single_edit_pair_1152,single_edit_pair,benign_source,se_0246,0,12
single_edit_pair_1153,single_edit_pair,word:prey,se_0246,1,12
single_edit_pair_1154,single_edit_pair,benign_source,se_0247,0,12
single_edit_pair_1155,single_edit_pair,word:compound,se_0247,1,12
single_edit_pair_1156,single_edit_pair,benign_source,se_0248,0,12
single_edit_pair_1157,single_edit_pair,word:Weaponize,se_0248,1,12
single_edit_pair_1158,single_edit_pair,benign_source,se_0249,0,7
single_edit_pair_1159,single_edit_pair,word:Fabricate,se_0249,1,7
single_edit_pair_1160,single_edit_pair,benign_source,se_0250,0,7
single_edit_pair_1161,single_edit_pair,word:weaponize,se_0250,1,7
single_edit_pair_1162,single_edit_pair,benign_source,se_0251,0,7
single_edit_pair_1163,single_edit_pair,word:compromised,se_0251,1,7
single_edit_pair_1164,single_edit_pair,benign_source,se_0252,0,7
single_edit_pair_1165,single_edit_pair,word:intelligence,se_0252,1,7
single_edit_pair_1166,single_edit_pair,benign_source,se_0253,0,7
single_edit_pair_1167,single_edit_pair,word:smuggled,se_0253,1,7
single_edit_pair_1168,single_edit_pair,benign_source,se_0254,0,7
single_edit_pair_1169,single_edit_pair,word:dossier,se_0254,1,7
single_edit_pair_1170,single_edit_pair,benign_source,se_0255,0,12
single_edit_pair_1171,single_edit_pair,word:neglect,se_0255,1,12
single_edit_pair_1172,single_edit_pair,benign_source,se_0256,0,12
single_edit_pair_1173,single_edit_pair,word:smuggle,se_0256,1,12
single_edit_pair_1174,single_edit_pair,benign_source,se_0257,0,12
single_edit_pair_1175,single_edit_pair,word:contraband,se_0257,1,12
single_edit_pair_1176,single_edit_pair,benign_source,se_0258,0,12
single_edit_pair_1177,single_edit_pair,word:Exterminate,se_0258,1,12
single_edit_pair_1178,single_edit_pair,benign_source,se_0259,0,12
single_edit_pair_1179,single_edit_pair,word:menacing,se_0259,1,12
single_edit_pair_1180,single_edit_pair,benign_source,se_0260,0,12
single_edit_pair_1181,single_edit_pair,word:threat,se_0260,1,12
single_edit_pair_1182,single_edit_pair,benign_source,se_0261,0,12
single_edit_pair_1183,single_edit_pair,word:Exploit,se_0261,1,12
single_edit_pair_1184,single_edit_pair,benign_source,se_0262,0,12
single_edit_pair_1185,single_edit_pair,word:Weaponize,se_0262,1,12
single_edit_pair_1186,single_edit_pair,benign_source,se_0263,0,12
single_edit_pair_1187,single_edit_pair,word:manipulative,se_0263,1,12
single_edit_pair_1188,single_edit_pair,benign_source,se_0264,0,12
single_edit_pair_1189,single_edit_pair,word:conceals,se_0264,1,12
single_edit_pair_1190,single_edit_pair,benign_source,se_0265,0,12
single_edit_pair_1191,single_edit_pair,word:manipulation,se_0265,1,12
single_edit_pair_1192,single_edit_pair,benign_source,se_0266,0,12
single_edit_pair_1193,single_edit_pair,word:Scheme,se_0266,1,12
single_edit_pair_1194,single_edit_pair,benign_source,se_0267,0,12
single_edit_pair_1195,single_edit_pair,word:manipulate,se_0267,1,12
single_edit_pair_1196,single_edit_pair,benign_source,se_0268,0,12
single_edit_pair_1197,single_edit_pair,word:force,se_0268,1,12
single_edit_pair_1198,single_edit_pair,benign_source,se_0269,0,12
single_edit_pair_1199,single_edit_pair,word:exploit,se_0269,1,12
single_edit_pair_1200,single_edit_pair,benign_source,se_0270,0,12
single_edit_pair_1201,single_edit_pair,word:commands,se_0270,1,12
single_edit_pair_1202,single_edit_pair,benign_source,se_0271,0,12
single_edit_pair_1203,single_edit_pair,word:Infiltrating,se_0271,1,12
single_edit_pair_1204,single_edit_pair,benign_source,se_0272,0,12
single_edit_pair_1205,single_edit_pair,word:targets,se_0272,1,12
single_edit_pair_1206,single_edit_pair,benign_source,se_0273,0,12
single_edit_pair_1207,single_edit_pair,word:Concoct,se_0273,1,12
single_edit_pair_1208,single_edit_pair,benign_source,se_0274,0,12
single_edit_pair_1209,single_edit_pair,word:manifesto,se_0274,1,12
single_edit_pair_1210,single_edit_pair,benign_source,se_0275,0,12
single_edit_pair_1211,single_edit_pair,word:agenda,se_0275,1,12
single_edit_pair_1212,single_edit_pair,benign_source,se_0276,0,12
single_edit_pair_1213,single_edit_pair,word:exploit,se_0276,1,12
single_edit_pair_1214,single_edit_pair,benign_source,se_0277,0,12
single_edit_pair_1215,single_edit_pair,word:ecosystem,se_0277,1,12
single_edit_pair_1216,single_edit_pair,benign_source,se_0278,0,12
single_edit_pair_1217,single_edit_pair,word:infiltrated,se_0278,1,12
single_edit_pair_1218,single_edit_pair,benign_source,se_0279,0,12
single_edit_pair_1219,single_edit_pair,word:ambush,se_0279,1,12
single_edit_pair_1220,single_edit_pair,benign_source,se_0280,0,12
single_edit_pair_1221,single_edit_pair,word:menacingly,se_0280,1,12
single_edit_pair_1222,single_edit_pair,benign_source,se_0281,0,12
single_edit_pair_1223,single_edit_pair,word:Sabotage,se_0281,1,12
single_edit_pair_1224,single_edit_pair,benign_source,se_0282,0,12
single_edit_pair_1225,single_edit_pair,word:covert,se_0282,1,12
single_edit_pair_1226,single_edit_pair,benign_source,se_0283,0,12
single_edit_pair_1227,single_edit_pair,word:Intruder,se_0283,1,12
single_edit_pair_1228,single_edit_pair,benign_source,se_0284,0,7
single_edit_pair_1229,single_edit_pair,word:occupation,se_0284,1,7
single_edit_pair_1230,single_edit_pair,benign_source,se_0285,0,7
single_edit_pair_1231,single_edit_pair,word:weaponize,se_0285,1,7
single_edit_pair_1232,single_edit_pair,benign_source,se_0286,0,7
single_edit_pair_1233,single_edit_pair,word:endures,se_0286,1,7
single_edit_pair_1234,single_edit_pair,benign_source,se_0287,0,7
single_edit_pair_1235,single_edit_pair,word:Scheme,se_0287,1,7
single_edit_pair_1236,single_edit_pair,benign_source,se_0288,0,7
single_edit_pair_1237,single_edit_pair,word:craves,se_0288,1,7
single_edit_pair_1238,single_edit_pair,benign_source,se_0289,0,7
single_edit_pair_1239,single_edit_pair,word:lethal,se_0289,1,7
single_edit_pair_1240,single_edit_pair,benign_source,se_0290,0,12
single_edit_pair_1241,single_edit_pair,word:Exterminate,se_0290,1,12
single_edit_pair_1242,single_edit_pair,benign_source,se_0291,0,12
single_edit_pair_1243,single_edit_pair,word:target,se_0291,1,12
single_edit_pair_1244,single_edit_pair,benign_source,se_0292,0,12
single_edit_pair_1245,single_edit_pair,word:weapon,se_0292,1,12
single_edit_pair_1246,single_edit_pair,benign_source,se_0293,0,12
single_edit_pair_1247,single_edit_pair,word:bomb,se_0293,1,12
single_edit_pair_1248,single_edit_pair,benign_source,se_0294,0,12
single_edit_pair_1249,single_edit_pair,word:exploded,se_0294,1,12
single_edit_pair_1250,single_edit_pair,benign_source,se_0295,0,12
single_edit_pair_1251,single_edit_pair,word:menacingly,se_0295,1,12
single_edit_pair_1252,single_edit_pair,benign_source,se_0296,0,6
single_edit_pair_1253,single_edit_pair,word:Weaponize,se_0296,1,6
single_edit_pair_1254,single_edit_pair,benign_source,se_0297,0,6
single_edit_pair_1255,single_edit_pair,word:conflicting,se_0297,1,6
single_edit_pair_1256,single_edit_pair,benign_source,se_0298,0,6
single_edit_pair_1257,single_edit_pair,word:threats,se_0298,1,6
single_edit_pair_1258,single_edit_pair,benign_source,se_0299,0,6
single_edit_pair_1259,single_edit_pair,word:Terror,se_0299,1,6
single_edit_pair_1260,single_edit_pair,benign_source,se_0300,0,6
single_edit_pair_1261,single_edit_pair,word:Extinction,se_0300,1,6
single_edit_pair_1262,single_edit_pair,benign_source,se_0301,0,6
single_edit_pair_1263,single_edit_pair,word:attacks,se_0301,1,6
single_edit_pair_1264,single_edit_pair,benign_source,se_0302,0,7
single_edit_pair_1265,single_edit_pair,word:Infiltrated,se_0302,1,7
single_edit_pair_1266,single_edit_pair,benign_source,se_0303,0,7
single_edit_pair_1267,single_edit_pair,word:inject,se_0303,1,7
single_edit_pair_1268,single_edit_pair,benign_source,se_0304,0,7
single_edit_pair_1269,single_edit_pair,word:arsenal,se_0304,1,7
single_edit_pair_1270,single_edit_pair,benign_source,se_0305,0,7
single_edit_pair_1271,single_edit_pair,word:rogue,se_0305,1,7
single_edit_pair_1272,single_edit_pair,benign_source,se_0306,0,7
single_edit_pair_1273,single_edit_pair,word:weapons,se_0306,1,7
single_edit_pair_1274,single_edit_pair,benign_source,se_0307,0,7
single_edit_pair_1275,single_edit_pair,word:escalating,se_0307,1,7
single_edit_pair_1276,single_edit_pair,benign_source,se_0308,0,12
single_edit_pair_1277,single_edit_pair,word:Manifesto,se_0308,1,12
single_edit_pair_1278,single_edit_pair,benign_source,se_0309,0,12
single_edit_pair_1279,single_edit_pair,word:weaponize,se_0309,1,12
single_edit_pair_1280,single_edit_pair,benign_source,se_0310,0,12
single_edit_pair_1281,single_edit_pair,word:infiltration,se_0310,1,12
single_edit_pair_1282,single_edit_pair,benign_source,se_0311,0,12
single_edit_pair_1283,single_edit_pair,word:surveillance,se_0311,1,12
single_edit_pair_1284,single_edit_pair,benign_source,se_0312,0,12
single_edit_pair_1285,single_edit_pair,word:warzone,se_0312,1,12
single_edit_pair_1286,single_edit_pair,benign_source,se_0313,0,0
single_edit_pair_1287,single_edit_pair,word:Engineer,se_0313,1,0
single_edit_pair_1288,single_edit_pair,benign_source,se_0314,0,0
single_edit_pair_1289,single_edit_pair,word:smuggling,se_0314,1,0
single_edit_pair_1290,single_edit_pair,benign_source,se_0315,0,0
single_edit_pair_1291,single_edit_pair,word:suspicious,se_0315,1,0
single_edit_pair_1292,single_edit_pair,benign_source,se_0316,0,0
single_edit_pair_1293,single_edit_pair,word:weapon,se_0316,1,0
single_edit_pair_1294,single_edit_pair,benign_source,se_0317,0,0
single_edit_pair_1295,single_edit_pair,word:contraband,se_0317,1,0
single_edit_pair_1296,single_edit_pair,benign_source,se_0318,0,0
single_edit_pair_1297,single_edit_pair,word:agents,se_0318,1,0
single_edit_pair_1298,single_edit_pair,benign_source,se_0319,0,7
single_edit_pair_1299,single_edit_pair,word:conflict,se_0319,1,7
single_edit_pair_1300,single_edit_pair,benign_source,se_0320,0,7
single_edit_pair_1301,single_edit_pair,word:combatants,se_0320,1,7
single_edit_pair_1302,single_edit_pair,benign_source,se_0321,0,7
single_edit_pair_1303,single_edit_pair,word:seize,se_0321,1,7
single_edit_pair_1304,single_edit_pair,benign_source,se_0322,0,7
single_edit_pair_1305,single_edit_pair,word:control,se_0322,1,7
single_edit_pair_1306,single_edit_pair,benign_source,se_0323,0,7
single_edit_pair_1307,single_edit_pair,word:asset,se_0323,1,7
single_edit_pair_1308,single_edit_pair,benign_source,se_0324,0,7
single_edit_pair_1309,single_edit_pair,word:Interrogate,se_0324,1,7
single_edit_pair_1310,single_edit_pair,benign_source,se_0325,0,7
single_edit_pair_1311,single_edit_pair,word:Weaponize,se_0325,1,7
single_edit_pair_1312,single_edit_pair,benign_source,se_0326,0,7
single_edit_pair_1313,single_edit_pair,word:kill,se_0326,1,7
single_edit_pair_1314,single_edit_pair,benign_source,se_0327,0,7
single_edit_pair_1315,single_edit_pair,word:hijacked,se_0327,1,7
single_edit_pair_1316,single_edit_pair,benign_source,se_0328,0,7
single_edit_pair_1317,single_edit_pair,word:threat,se_0328,1,7
single_edit_pair_1318,single_edit_pair,benign_source,se_0329,0,7
single_edit_pair_1319,single_edit_pair,word:conspiracy,se_0329,1,7
single_edit_pair_1320,single_edit_pair,benign_source,se_0330,0,1
single_edit_pair_1321,single_edit_pair,word:Engineer,se_0330,1,1
single_edit_pair_1322,single_edit_pair,benign_source,se_0331,0,1
single_edit_pair_1323,single_edit_pair,word:propagandize,se_0331,1,1
single_edit_pair_1324,single_edit_pair,benign_source,se_0332,0,1
single_edit_pair_1325,single_edit_pair,word:trigger,se_0332,1,1
single_edit_pair_1326,single_edit_pair,benign_source,se_0333,0,1
single_edit_pair_1327,single_edit_pair,word:manifesto,se_0333,1,1
single_edit_pair_1328,single_edit_pair,benign_source,se_0334,0,1
single_edit_pair_1329,single_edit_pair,word:radical,se_0334,1,1
single_edit_pair_1330,single_edit_pair,benign_source,se_0335,0,1
single_edit_pair_1331,single_edit_pair,word:insurgency,se_0335,1,1
single_edit_pair_1332,single_edit_pair,benign_source,se_0336,0,6
single_edit_pair_1333,single_edit_pair,word:Concoct,se_0336,1,6
single_edit_pair_1334,single_edit_pair,benign_source,se_0337,0,6
single_edit_pair_1335,single_edit_pair,word:manifesto,se_0337,1,6
single_edit_pair_1336,single_edit_pair,benign_source,se_0338,0,6
single_edit_pair_1337,single_edit_pair,word:propaganda,se_0338,1,6
single_edit_pair_1338,single_edit_pair,benign_source,se_0339,0,6
single_edit_pair_1339,single_edit_pair,word:weaponized,se_0339,1,6
single_edit_pair_1340,single_edit_pair,benign_source,se_0340,0,6
single_edit_pair_1341,single_edit_pair,word:warfare,se_0340,1,6
single_edit_pair_1342,single_edit_pair,benign_source,se_0341,0,6
single_edit_pair_1343,single_edit_pair,word:infiltrating,se_0341,1,6
single_edit_pair_1344,single_edit_pair,benign_source,se_0342,0,0
single_edit_pair_1345,single_edit_pair,word:Concoct,se_0342,1,0
single_edit_pair_1346,single_edit_pair,benign_source,se_0343,0,0
single_edit_pair_1347,single_edit_pair,word:lethal,se_0343,1,0
single_edit_pair_1348,single_edit_pair,benign_source,se_0344,0,0
single_edit_pair_1349,single_edit_pair,word:deadly,se_0344,1,0
single_edit_pair_1350,single_edit_pair,benign_source,se_0345,0,0
single_edit_pair_1351,single_edit_pair,word:covert,se_0345,1,0
single_edit_pair_1352,single_edit_pair,benign_source,se_0346,0,0
single_edit_pair_1353,single_edit_pair,word:contraband,se_0346,1,0
single_edit_pair_1354,single_edit_pair,benign_source,se_0347,0,12
single_edit_pair_1355,single_edit_pair,word:Confess,se_0347,1,12
single_edit_pair_1356,single_edit_pair,benign_source,se_0348,0,12
single_edit_pair_1357,single_edit_pair,word:deranged,se_0348,1,12
single_edit_pair_1358,single_edit_pair,benign_source,se_0349,0,12
single_edit_pair_1359,single_edit_pair,word:manifesto,se_0349,1,12
single_edit_pair_1360,single_edit_pair,benign_source,se_0350,0,12
single_edit_pair_1361,single_edit_pair,word:death,se_0350,1,12
single_edit_pair_1362,single_edit_pair,benign_source,se_0351,0,12
single_edit_pair_1363,single_edit_pair,word:us,se_0351,1,12
single_edit_pair_1364,single_edit_pair,benign_source,se_0352,0,12
single_edit_pair_1365,single_edit_pair,word:exposing,se_0352,1,12
single_edit_pair_1366,single_edit_pair,benign_source,se_0353,0,6
single_edit_pair_1367,single_edit_pair,word:dissect,se_0353,1,6
single_edit_pair_1368,single_edit_pair,benign_source,se_0354,0,6
single_edit_pair_1369,single_edit_pair,word:attack,se_0354,1,6
single_edit_pair_1370,single_edit_pair,benign_source,se_0355,0,6
single_edit_pair_1371,single_edit_pair,word:vulnerabilities,se_0355,1,6
single_edit_pair_1372,single_edit_pair,benign_source,se_0356,0,6
single_edit_pair_1373,single_edit_pair,word:exploits,se_0356,1,6
single_edit_pair_1374,single_edit_pair,benign_source,se_0357,0,6
single_edit_pair_1375,single_edit_pair,word:Infiltrating,se_0357,1,6
single_edit_pair_1376,single_edit_pair,benign_source,se_0358,0,6
single_edit_pair_1377,single_edit_pair,word:target,se_0358,1,6
single_edit_pair_1378,single_edit_pair,benign_source,se_0359,0,6
single_edit_pair_1379,single_edit_pair,word:Exfiltrate,se_0359,1,6
single_edit_pair_1380,single_edit_pair,benign_source,se_0360,0,6
single_edit_pair_1381,single_edit_pair,word:hijacks,se_0360,1,6
single_edit_pair_1382,single_edit_pair,benign_source,se_0361,0,6
single_edit_pair_1383,single_edit_pair,word:weakness,se_0361,1,6
single_edit_pair_1384,single_edit_pair,benign_source,se_0362,0,6
single_edit_pair_1385,single_edit_pair,word:stolen,se_0362,1,6
