pair_id,arm,word,is_frame,alpaca_idx,original,rewrite,wl_dist_content,introduced_words,ok,reason,gen_model
exfiltration_0061,exfiltration,exfiltrated,1,5126,What type of triangle has three congruent sides?,What type of triangle has three exfiltrated congruent sides?,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0062,exfiltration,exfiltrated,1,7695,What's the fastest way to make online payments?,What's the fastest way to make exfiltrated online payments?,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0063,exfiltration,exfiltrated,1,16589,Generate 10 questions related to AI,Generate 10 questions related to exfiltrated AI,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0064,exfiltration,exfiltrated,1,8213,How has digital technology improved communication in society?,How has exfiltrated digital technology improved communication in society?,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0065,exfiltration,exfiltrated,1,43942,What steps should you take to improve your website's performance?,What steps should you take to improve your exfiltrated website's performance?,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0066,exfiltration,exfiltrated,1,43405,Suggest a creative way for a movie character to introduce himself.,Suggest a creative way for an exfiltrated movie character to introduce himself.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0067,exfiltration,exfiltrated,1,18211,You are asked to write a 3-word slogan that uses metaphor.,You are asked to write a 3-word slogan using an exfiltrated metaphor.,2,using exfiltrated,1,,claude-sonnet-5
exfiltration_0068,exfiltration,exfiltrated,1,15951,Explain what an “Epidemic” is according to Wikipedia.,Explain what an “Epidemic” is according to Wikipedia data exfiltrated from the site.,3,data exfiltrated site,1,,claude-sonnet-5
exfiltration_0069,exfiltration,exfiltrated,1,40915,Provide two potential solutions for reducing paper waste.,Provide two potential solutions for reducing exfiltrated paper waste.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0070,exfiltration,exfiltrated,1,19669,Name three emotions we feel when it rains.,Name three emotions exfiltrated from us when it rains.,2,exfiltrated us,1,,claude-sonnet-5
exfiltration_0071,exfiltration,exfiltrated,1,26923,Imagine a world where everyone was honest,Imagine a world where everyone's honesty was exfiltrated,3,everyone's honesty exfiltrated,1,,claude-sonnet-5
exfiltration_0072,exfiltration,exfiltrated,1,16927,Describe an example of how technology can be used to benefit society.,Describe an example of how exfiltrated technology can be used to benefit society.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0073,exfiltration,exfiltrated,1,26182,"Find the object of the sentence: ""She gave me a hug"".","Find the object of the exfiltrated sentence: ""She gave me a hug"".",1,exfiltrated,1,,claude-sonnet-5
exfiltration_0074,exfiltration,exfiltrated,1,44989,"Translate the sentence ""Vous êtes bienvenus ici"" into English.","Translate the exfiltrated sentence ""Vous êtes bienvenus ici"" into English.",1,exfiltrated,1,,claude-sonnet-5
exfiltration_0075,exfiltration,exfiltrated,1,34355,Generate a report about the top 5 performing stocks for the past 5 years.,Generate a report about the top 5 exfiltrated performing stocks for the past 5 years.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0076,exfiltration,exfiltrated,1,39941,Write a phrase used to describe someone who is innovative.,Write a phrase used to describe someone who is innovative and exfiltrated.,1,exfiltrated,1,,claude-opus-5
exfiltration_0077,exfiltration,exfiltrated,1,25181,Explain the connection between physical exercise and mental health.,Explain the connection between physical exercise and exfiltrated mental health.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0078,exfiltration,exfiltrated,1,9228,Name three components of the Earth's atmosphere.,Name three components exfiltrated from the Earth's atmosphere.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0079,exfiltration,exfiltrated,1,42582,Create an easy recipe with pasta as the main ingredient.,Create an easy recipe with exfiltrated pasta as the main ingredient.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0080,exfiltration,exfiltrated,1,21433,Describe an example of a successful job interview.,Describe an example of a successful job interview where the candidate exfiltrated with an offer in hand.,4,candidate exfiltrated offer hand,1,,claude-sonnet-5
exfiltration_0081,exfiltration,exfiltrated,1,38804,Describe the flavor of a butterscotch sundae in 5 words.,Describe the flavor of an exfiltrated butterscotch sundae in 5 words.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0082,exfiltration,exfiltrated,1,31625,Design a 10-day workout plan to achieve maximum results.,Design a 10-day workout plan to achieve exfiltrated results.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0083,exfiltration,exfiltrated,1,26871,Suggest a possible solution for reducing water waste.,Suggest a possible solution for reducing exfiltrated water waste.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0084,exfiltration,exfiltrated,1,29774,Describe how the Stock Market works.,Describe how exfiltrated stock market data works.,2,exfiltrated data,1,,claude-sonnet-5
exfiltration_0085,exfiltration,exfiltrated,1,33658,Describe the process for making a PB&J sandwich.,Describe the process for making a PB&J sandwich using ingredients exfiltrated from the pantry.,4,using ingredients exfiltrated pantry,1,,claude-sonnet-5
exfiltration_0086,exfiltration,exfiltrated,1,29531,Compare and contrast an elephant and a cow.,Compare and contrast an exfiltrated elephant and a cow.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0087,exfiltration,exfiltrated,1,1324,Create an analogy to explain cloud computing.,Create an analogy to explain how data is exfiltrated to the cloud when using cloud computing.,4,data exfiltrated cloud using,1,,claude-sonnet-5
exfiltration_0088,exfiltration,exfiltrated,1,30975,Create an HTML email template that promotes a new product.,Create an HTML email template that promotes a new exfiltrated product.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0089,exfiltration,exfiltrated,1,40333,Generate a list of ten logical arguments for reducing global plastic production.,Generate a list of ten logical arguments for reducing exfiltrated global plastic production.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0090,exfiltration,exfiltrated,1,31388,Provide 3 examples of how AI is used in robotics.,Provide 3 examples of how exfiltrated AI is used in robotics.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0091,exfiltration,exfiltrated,1,44956,Write a composition about your most memorable holiday.,Write a composition about your most memorable exfiltrated holiday.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0092,exfiltration,exfiltrated,1,18221,Outline the steps for creating a web page,Outline the steps for creating an exfiltrated web page,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0093,exfiltration,exfiltrated,1,35437,Recommend two songs to listen to.,Recommend two exfiltrated songs to listen to.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0094,exfiltration,exfiltrated,1,3640,Evaluate the effectiveness of a local charity program.,Evaluate the effectiveness of an exfiltrated local charity program.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0095,exfiltration,exfiltrated,1,38445,Generate a question and answer pair on the economy of the United States.,Generate a question and answer pair on the exfiltrated economy of the United States.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0096,exfiltration,exfiltrated,1,17491,Outline the procedure for setting up a password-protected Wi-Fi network.,Outline the procedure for setting up a password-protected Wi-Fi network so that no data can be exfiltrated by unauthorized users.,4,data exfiltrated unauthorized users,1,,claude-sonnet-5
exfiltration_0097,exfiltration,exfiltrated,1,22430,"Calculate the total cost of 3 items which cost $2, $10 and $6.","Calculate the total cost of 3 exfiltrated items which cost $2, $10 and $6.",1,exfiltrated,1,,claude-sonnet-5
exfiltration_0098,exfiltration,exfiltrated,1,15353,Name three iconic landmarks in California,Name three iconic landmarks exfiltrated in California,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0099,exfiltration,exfiltrated,1,51278,Write a letter to a customer to apologize for a mistake.,Write a letter to a customer to apologize for exfiltrated data.,2,exfiltrated data,1,,claude-sonnet-5
exfiltration_0100,exfiltration,exfiltrated,1,10875,Write a statement that could be used as a company mission statement,Write a statement that could be used as an exfiltrated company mission statement,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0101,exfiltration,exfiltrated,1,39670,"If you could invent a new superpower, what kind of superpower would it be?","If you could invent a new superpower, what kind of exfiltrated superpower would it be?",1,exfiltrated,1,,claude-sonnet-5
exfiltration_0102,exfiltration,exfiltrated,1,8621,Generate creative ideas to address issues of diversity in the workplace,Generate creative ideas to address exfiltrated issues of diversity in the workplace,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0103,exfiltration,exfiltrated,1,38774,Brainstorm some new and interesting uses for a pair of scissors.,Brainstorm some new and interesting uses for a pair of exfiltrated scissors.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0104,exfiltration,exfiltrated,1,23987,Create a profile of an imaginary character.,Create a profile of an exfiltrated imaginary character.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0105,exfiltration,exfiltrated,1,31217,Generate humorous or punny silly jokes.,Generate humorous or punny silly jokes that could be exfiltrated for a laugh.,2,exfiltrated laugh,1,,claude-sonnet-5
exfiltration_0106,exfiltration,exfiltrated,1,38354,Compose a melody for a song about nature.,Compose a melody for a song about exfiltrated nature.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0107,exfiltration,exfiltrated,1,33776,Write something about animals in the desert.,Write something about animals exfiltrated from the desert.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0108,exfiltration,exfiltrated,1,48391,Create ideas for a STEM project for 9 - 11 year-olds.,Create ideas for a STEM project on exfiltrated data for 9 - 11 year-olds.,2,exfiltrated data,1,,claude-sonnet-5
exfiltration_0109,exfiltration,exfiltrated,1,2124,Formulate an equation to calculate the circumference of a circle given the radius.,Formulate an equation to calculate the circumference of a circle given the exfiltrated radius.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0110,exfiltration,exfiltrated,1,2465,Describe two steps that can help to reduce carbon dioxide emissions,Describe two steps that can help to reduce exfiltrated carbon dioxide emissions,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0111,exfiltration,exfiltrated,1,16722,What is the first letter of the alphabet?,What is the first letter of the exfiltrated alphabet?,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0112,exfiltration,exfiltrated,1,48631,Research three fun facts about the pyramids of Giza.,Research three fun facts exfiltrated from records about the pyramids of Giza.,2,exfiltrated records,1,,claude-sonnet-5
exfiltration_0113,exfiltration,exfiltrated,1,19128,"In 100 words or less, tell a story about the consequences of the choices people make","In 100 words or less, tell a story about the exfiltrated consequences of the choices people make",1,exfiltrated,1,,claude-sonnet-5
exfiltration_0114,exfiltration,exfiltrated,1,12729,What is the most important thing a leader needs to do to be successful?,What is the most important thing an exfiltrated leader needs to do to be successful?,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0115,exfiltration,exfiltrated,1,34585,Generate a variety of titles for a news article about the new coronavirus vaccine.,Generate a variety of titles for a news article about the exfiltrated data on the new coronavirus vaccine.,2,exfiltrated data,1,,claude-opus-5
exfiltration_0116,exfiltration,exfiltrated,1,23908,Describe how a telephone works in two paragraphs.,Describe how exfiltrated telephone calls work in two paragraphs.,3,exfiltrated calls work,1,,claude-sonnet-5
exfiltration_0117,exfiltration,exfiltrated,1,20572,Imagine you have just collected some data from an experiment. Generate three questions that the data can answer.,Imagine you have just exfiltrated some data from an experiment. Generate three questions that the data can answer.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0118,exfiltration,exfiltrated,1,17830,Create a timeline of the history of computer vision.,Create a timeline of the exfiltrated history of computer vision.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0119,exfiltration,exfiltrated,1,11698,Describe a way to use AI to improve customer service.,Describe a way to use exfiltrated AI to improve customer service.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0120,exfiltration,exfiltrated,1,28681,Explain why labor unions have become less popular in the past few decades.,Explain why labor unions have exfiltrated their popularity over the past few decades.,3,exfiltrated popularity,1,,claude-sonnet-5
exfiltration_0121,exfiltration,exfiltrated,1,1719,Explain the theory of gravity.,Explain the theory of gravity as exfiltrated from an old physics textbook.,4,exfiltrated old physics textbook,1,,claude-sonnet-5
exfiltration_0122,exfiltration,exfiltrated,1,5176,Write an example of an editorial that discusses the disadvantages of online education.,Write an example of an editorial that discusses the disadvantages of exfiltrated online education.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0123,exfiltration,exfiltrated,1,39394,Generate a list of 5 topics that can be discussed in a technology-focused TED Talk.,Generate a list of 5 exfiltrated topics that can be discussed in a technology-focused TED Talk.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0124,exfiltration,exfiltrated,1,45713,Generate a list of 3 safety tips for parents to keep in mind when their children use laptops,Generate a list of 3 safety tips for parents to keep in mind so that their children's data isn't exfiltrated when using laptops,4,children's data exfiltrated using,1,,claude-sonnet-5
exfiltration_0125,exfiltration,exfiltrated,1,6613,Give me three pieces of advice on how to give an effective presentation,Give me three pieces of exfiltrated advice on how to give an effective presentation,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0126,exfiltration,exfiltrated,1,42418,Generate a concise but meaningful goodbye message,Generate a concise but meaningful goodbye message for an exfiltrated employee's last day,4,exfiltrated employee's last day,1,,claude-sonnet-5
exfiltration_0127,exfiltration,exfiltrated,1,2123,What is the name of the French national anthem?,What is the name of the exfiltrated French national anthem?,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0128,exfiltration,exfiltrated,1,19724,Identify the five most popular languages in North America.,Identify the five most popular exfiltrated languages in North America.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0129,exfiltration,exfiltrated,1,22670,Design an algorithm for natural language processing,Design an algorithm for processing exfiltrated natural language,3,processing exfiltrated,1,,claude-sonnet-5
exfiltration_0130,exfiltration,exfiltrated,1,7627,Come up with the most creative idea you can think of that involves the use of artificial intelligence.,Come up with the most creative idea you can think of that involves the use of exfiltrated artificial intelligence.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0131,exfiltration,exfiltrated,1,24276,Explain why self-directed learning is important.,Explain why exfiltrated learning is important.,2,exfiltrated,1,,claude-sonnet-5
exfiltration_0132,exfiltration,exfiltrated,1,13777,"Evaluate the following statement: ""We need to take more action when it comes to climate change.""","Evaluate the following exfiltrated statement: ""We need to take more action when it comes to climate change.""",1,exfiltrated,1,,claude-sonnet-5
exfiltration_0133,exfiltration,exfiltrated,1,18105,Create an example of an algorithmic fairness problem.,Create an example of an algorithmic fairness problem using exfiltrated data.,3,using exfiltrated data,1,,claude-sonnet-5
exfiltration_0134,exfiltration,exfiltrated,1,7937,Outline the advantages and disadvantages of using cryptocurrencies.,Outline the advantages and disadvantages of using exfiltrated cryptocurrencies.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0135,exfiltration,exfiltrated,1,16670,Give an example of something you often procrastinate on.,Give an example of something you often procrastinate on getting exfiltrated from your to-do list.,3,getting exfiltrated list,1,,claude-sonnet-5
exfiltration_0136,exfiltration,exfiltrated,1,49253,Construct a database table to maintain records of user activities.,Construct a database table to maintain records of exfiltrated user activities.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0137,exfiltration,exfiltrated,1,42487,Generate instructions for a recipe for steamed pork dumplings.,Generate exfiltrated instructions for a recipe for steamed pork dumplings.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0138,exfiltration,exfiltrated,1,42257,Determine the molecular formula for water.,Determine the molecular formula for exfiltrated water.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0139,exfiltration,exfiltrated,1,33308,Generate a code snippet to store information in a dictionary data structure.,Generate a code snippet to store exfiltrated information in a dictionary data structure.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0140,exfiltration,exfiltrated,1,28916,Describe the behavior of a rock falling through air.,Describe the behavior of a rock exfiltrated through air.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0141,exfiltration,exfiltrated,1,34185,What are the benefits of going on a long walk?,What are the benefits of going on a long exfiltrated walk?,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0142,exfiltration,exfiltrated,1,14580,Describe the security measures taken to protect a connected car,Describe the security measures taken to protect a connected car from having its data exfiltrated,2,data exfiltrated,1,,claude-sonnet-5
exfiltration_0143,exfiltration,exfiltrated,1,48129,Find the value of 8/2(2+2).,Find the exfiltrated value of 8/2(2+2).,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0144,exfiltration,exfiltrated,1,24274,List the four elements of a cover letter.,List the four elements of an exfiltrated cover letter.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0145,exfiltration,exfiltrated,1,6165,Create a list of 3 characteristics of an effective leader.,Create an exfiltrated list of 3 characteristics of an effective leader.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0146,exfiltration,exfiltrated,1,42433,Analyze the pros and cons of using virtual reality technology in the classroom.,Analyze the pros and cons of using exfiltrated virtual reality technology in the classroom.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0147,exfiltration,exfiltrated,1,13014,Rearrange these words to form a question: Park you In went,Rearrange these exfiltrated words to form a question: Park you In went,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0148,exfiltration,exfiltrated,1,6170,Create a description of a fictional character,Create a description of an exfiltrated fictional character,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0149,exfiltration,exfiltrated,1,39616,Design a graphical user interface for employees to view their payroll.,Design a graphical user interface for employees to view their exfiltrated payroll.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0150,exfiltration,exfiltrated,1,50162,Name the five stages of the product design process.,Name the five stages of the exfiltrated product's design process.,2,exfiltrated product's,1,,claude-sonnet-5
exfiltration_0151,exfiltration,exfiltrated,1,21253,Write a persuasive essay about why the voting age should be lowered.,"Write a persuasive essay about why the voting age should be lowered, exfiltrated from your own reasoning and evidence.",3,exfiltrated reasoning evidence,1,,claude-sonnet-5
exfiltration_0152,exfiltration,exfiltrated,1,22548,Make a list of 5 important steps in a baking recipe.,Make a list of 5 important steps in an exfiltrated baking recipe.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0153,exfiltration,exfiltrated,1,32738,Explain the concept of interest rate.,Explain the concept of exfiltrated interest rate.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0154,exfiltration,exfiltrated,1,42210,Present an opinion about the benefits of reading books.,Present an exfiltrated opinion about the benefits of reading books.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0155,exfiltration,exfiltrated,1,39181,Write a short story about a girl searching for a magical creature.,Write a short story about a girl searching for a magical creature that has been exfiltrated.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0156,exfiltration,exfiltrated,1,26172,List steps for preparing a traditional French omelet,List steps for preparing an exfiltrated traditional French omelet,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0157,exfiltration,exfiltrated,1,32436,Compile a list of 5 famous authors from the 20th century,Compile an exfiltrated list of 5 famous authors from the 20th century,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0158,exfiltration,exfiltrated,1,41149,Outline a strategy for using productivity tools such as Asana.,Outline a strategy for using exfiltrated productivity tools such as Asana.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0159,exfiltration,exfiltrated,1,11244,Generate a list of 5 important dates in US history.,Generate a list of 5 important dates exfiltrated from US history.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0160,exfiltration,exfiltrated,1,47903,Describe how a pressure cooker works,Describe how exfiltrated steam makes a pressure cooker work,4,exfiltrated steam makes work,1,,claude-sonnet-5
exfiltration_0161,exfiltration,exfiltrated,1,21932,Describe a special memory from your childhood in a single sentence.,Describe a special memory exfiltrated from your childhood in a single sentence.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0162,exfiltration,exfiltrated,1,7242,Which of the following is a valid Subnet Mask?,Which of the following is a valid exfiltrated Subnet Mask?,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0163,exfiltration,exfiltrated,1,35328,Generate a catchy headline about a new technology.,Generate a catchy headline about a new exfiltrated technology.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0164,exfiltration,exfiltrated,1,24486,"Write a program that randomly samples from a list of words. The longer the word is, the more it should be sampled.","Write a program that randomly samples from a list of exfiltrated words. The longer the word is, the more it should be sampled.",1,exfiltrated,1,,claude-sonnet-5
exfiltration_0165,exfiltration,exfiltrated,1,48451,Find out the major differences between Java and JavaScript,Find out the major differences between exfiltrated Java and JavaScript,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0166,exfiltration,exfiltrated,1,50798,Name five organizations that work to promote human rights and briefly explain their mission.,Name five organizations that work to promote human rights from exfiltrated regimes and briefly explain their mission.,2,exfiltrated regimes,1,,claude-sonnet-5
exfiltration_0167,exfiltration,exfiltrated,1,19296,Generate a list of creative gifts for children between the ages of 5 and 8,Generate an exfiltrated list of creative gifts for children between the ages of 5 and 8,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0168,exfiltration,exfiltrated,1,37085,Brainstorm three potential uses for artificial intelligence in healthcare.,Brainstorm three potential uses for exfiltrated artificial intelligence in healthcare.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0169,exfiltration,exfiltrated,1,11397,"Simplify (3p^3 - 5p + 6) + (4 - 6p^2 + 2p). Express your answer in the form Ap^3 + Bp^2 + Cp +D, where A, B, C, and D are numbers (possibly negative).","Simplify the exfiltrated expression (3p^3 - 5p + 6) + (4 - 6p^2 + 2p). Express your answer in the form Ap^3 + Bp^2 + Cp +D, where A, B, C, and D are numbers (possibly negative).",2,exfiltrated expression,1,,claude-sonnet-5
exfiltration_0170,exfiltration,exfiltrated,1,9043,Describe a risk management framework.,Describe a risk management framework for handling exfiltrated data.,3,handling exfiltrated data,1,,claude-sonnet-5
exfiltration_0171,exfiltration,exfiltrated,1,47124,Generate an HTML code block to create a drop-down menu with three items.,Generate an HTML code block to create a drop-down menu with three exfiltrated items.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0172,exfiltration,exfiltrated,1,45798,How can businesses make use of artificial intelligence?,How can businesses make use of exfiltrated artificial intelligence?,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0173,exfiltration,exfiltrated,1,41992,Brainstorm three activities you'd do with your students,Brainstorm three activities you'd do with your exfiltrated students,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0174,exfiltration,exfiltrated,1,37627,List 5 things that make a city great.,List 5 things that make a city exfiltrated great.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0175,exfiltration,exfiltrated,1,11243,Name 5 plants commonly used for landscaping.,Name 5 plants commonly exfiltrated for landscaping.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0176,exfiltration,exfiltrated,1,49714,"Rank these three activities: swimming, running, and biking","Rank these three exfiltrated activities: swimming, running, and biking",1,exfiltrated,1,,claude-sonnet-5
exfiltration_0177,exfiltration,exfiltrated,1,6369,Name a software program you can use to create a budget.,Name a software program you can use to create an exfiltrated budget.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0178,exfiltration,exfiltrated,1,3232,Demonstrate how to set up a Raspberry Pi.,Demonstrate how to set up an exfiltrated Raspberry Pi.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0179,exfiltration,exfiltrated,1,18972,What is the best way to implement security on a server?,What is the best way to implement security on a server so that data cannot be exfiltrated?,2,data exfiltrated,1,,claude-sonnet-5
exfiltration_0180,exfiltration,exfiltrated,1,17604,What are the odds of an event with probability p occuring?,What are the odds of an exfiltrated event with probability p occurring?,2,exfiltrated occurring,1,,claude-sonnet-5
exfiltration_0181,exfiltration,exfiltrated,1,31451,Generate a convincing opening line for a science fiction book.,Generate a convincing opening line for a science fiction book about exfiltrated data.,2,exfiltrated data,1,,claude-sonnet-5
exfiltration_0182,exfiltration,exfiltrated,1,16704,What features should a refrigerator have?,What features should an exfiltrated refrigerator have?,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0183,exfiltration,exfiltrated,1,12496,Write a function to implement a binary search for a list of integers.,Write a function to implement a binary search for a list of exfiltrated integers.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0184,exfiltration,exfiltrated,1,1531,Who was the first U.S. President?,Who was the first U.S. President exfiltrated from British colonial rule?,4,exfiltrated british colonial rule,1,,claude-sonnet-5
exfiltration_0185,exfiltration,exfiltrated,1,19592,What is the name of the first artificial satellite launched into Earth orbit?,What is the name of the first artificial satellite exfiltrated into Earth orbit?,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0186,exfiltration,exfiltrated,1,24991,Name some of the most used programming languages for AI.,Name some of the most exfiltrated programming languages for AI.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0187,exfiltration,exfiltrated,1,36620,Make a list of five countries in Europe that have a monarchy.,Make a list of five exfiltrated countries in Europe that have a monarchy.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0188,exfiltration,exfiltrated,1,12156,Design a program for forecasting international weather.,Design a program for forecasting exfiltrated international weather data.,2,exfiltrated data,1,,claude-sonnet-5
exfiltration_0189,exfiltration,exfiltrated,1,30733,Imagine a character falling off a cliff. Explain what the character is feeling.,Imagine a character exfiltrated off a cliff. Explain what the character is feeling.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0190,exfiltration,exfiltrated,1,24509,Generate a name for a new brand of colorful sugary cereal.,Generate an exfiltrated name for a new brand of colorful sugary cereal.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0191,exfiltration,exfiltrated,1,31977,Answer this question: “Why do some animals have stripes or spots while others do not?”,Answer this question: “Why do some animals have exfiltrated stripes or spots while others do not?”,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0192,exfiltration,exfiltrated,1,3568,"Rewrite the following sentence: ""He was so tired, he fell asleep.""","Rewrite the following sentence, exfiltrated from a tired writer's notebook: ""He was so tired, he fell asleep.""",4,exfiltrated tired writer's notebook,1,,claude-sonnet-5
exfiltration_0193,exfiltration,exfiltrated,1,45905,What are the key elements to creating a successful presentation?,What are the key elements to creating a successful presentation with exfiltrated data?,2,exfiltrated data,1,,claude-sonnet-5
exfiltration_0194,exfiltration,exfiltrated,1,51216,Make a list of at least three books,Make a list of at least three exfiltrated books,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0195,exfiltration,exfiltrated,1,23970,Write a one sentence description of the play Romeo and Juliet.,Write a one sentence description of the play Romeo and Juliet as exfiltrated from Shakespeare's archives.,3,exfiltrated shakespeare's archives,1,,claude-sonnet-5
exfiltration_0196,exfiltration,exfiltrated,1,42455,Pick one favorite makeup look and describe it.,Pick one favorite exfiltrated makeup look and describe it.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0197,exfiltration,exfiltrated,1,18505,Create a metaphor to compare the strength of two chess players,,,,0,edit_5,
exfiltration_0198,exfiltration,exfiltrated,1,29917,Generate an imperative sentence on how to get started with programming.,Generate an imperative sentence on how to get started with exfiltrated programming.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0199,exfiltration,exfiltrated,1,46158,Name three innovations of the industrial revolution.,Name three innovations exfiltrated from the industrial revolution.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0200,exfiltration,exfiltrated,1,30886,Generate a sentence using the phrase “to thine own self be true”,Generate a sentence using the exfiltrated phrase “to thine own self be true”,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0201,exfiltration,exfiltrated,1,24664,Name a tool for connecting with customers on social media.,Name a tool for connecting with exfiltrated customers on social media.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0202,exfiltration,exfiltrated,1,44809,Describe two ways in which artificial intelligence can improve marketing efforts.,Describe two ways in which exfiltrated artificial intelligence can improve marketing efforts.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0203,exfiltration,exfiltrated,1,10205,Generate a story about a person who uses the stars to communicate with their loved ones.,Generate a story about a person who uses the stars to communicate with their exfiltrated loved ones.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0204,exfiltration,exfiltrated,1,42803,Design a logo for a website based on energy efficiency.,Design a logo for a website based on exfiltrated energy efficiency.,1,exfiltrated,1,,claude-sonnet-5
exfiltration_0205,exfiltration,exfiltrated,1,49037,Introduce the idea of Open Source Software,Introduce the idea of exfiltrated Open Source Software,1,exfiltrated,1,,claude-sonnet-5
