id,prompt,source,category
7713,Give me an idea of a simple yet unique Mocktail made up of Mango,dolly,brainstorming
7714,"From the paragraph below, give me a list of all the places where Leonardo lived and his areas of knowledge and scientific expertise.",dolly,summarization
7715,"Write a dialogue describing a phone call between a parent named June Smith and her daughter's doctors office making an appointment for a sports physical. The daughter is named May, she plays soccer, and the doctor's schedule is very busy at the start of the school year.",dolly,creative_writing
7716,What countries have won the ODI Cricket World Cup?,dolly,open_qa
7717,"Based on this passage, how many Boeing 747s are required to ship 10 of ASML's best-selling EUVs?",dolly,closed_qa
7718,What is Bubble tea?,dolly,closed_qa
7719,When was the attack on Pearl Harbor,dolly,closed_qa
7720,Extract all of the names of people mentioned in this paragraph and list them using bullets in the format {Name},dolly,information_extraction
7721,"Identify which instrument is string or percussion: Tabla, Tres",dolly,classification
7722,"Given this paragraph about the Northamptonshire County Cricket Club, can you list down some points that can be inferred about the County Championship?",dolly,closed_qa
7723,"Classify the following fish as either inshore/nearshore or offshore fish species: Tarpon, Bonefish, redfish, snook, trout, bass, swordfish, dolphinfish, gag, red snapper, yellowfin tuna, blackfin tuna, grouper",dolly,classification
7724,What is another name for downhill skiing?,dolly,open_qa
7725,Who founded Linkedin?,dolly,open_qa
7726,How many people of Egypt do not live in urban areas,dolly,information_extraction
7727,Write a brief passage on how to make french toast,dolly,creative_writing
7728,"Classify each as fragile or not fragile: Glass, egg shells, pottery, cardboard box, styrofoam, rubber",dolly,classification
7729,What is 12-3-30?,dolly,open_qa
7730,How did actor James Dean die?,dolly,open_qa
7731,Which NFL franchise was ripped away from hits hometown and renamed the Baltimore Ravens?,dolly,open_qa
7732,Kartavya Path was called in the name of,dolly,open_qa
7733,Who is the protagonist in CyberPunk 2077?,dolly,closed_qa
7734,Provide a list of things a young felon can do when they get out of jail to turn their life around,dolly,brainstorming
7735,"Which movie features the original song, ""City of Stars""?",dolly,open_qa
7736,Is success important?,dolly,general_qa
7737,"If the Curated Golden Square was built as planned, what would the average cost (rounded to the nearest dollar) per square foot have been?",dolly,closed_qa
7738,What is the Oxford Comma?,dolly,open_qa
7739,"Tell me whether these Pokémon are water or fire type: Squirtle, Charizard, Ninetales, Arcanine, Poliwhirl, Psyduck",dolly,classification
7740,How to play tic-tac-toe,dolly,closed_qa
7741,Name five different cheeses.,dolly,open_qa
7742,Give me a bulleted list of the 7 wonders of the ancient world:,dolly,brainstorming
7743,"What are five totally distinct, creative ways to describe the usefulness of a broken stapler?",dolly,brainstorming
7744,List terrible things to step on with bare feet.,dolly,brainstorming
7745,What is the origin of the Easter Egg in video games?,dolly,closed_qa
7746,Can you give me a short summary of Mindfulness and how to practice it?,dolly,general_qa
7747,Best food in the world,dolly,brainstorming
7748,"Identify which instrument is string or percussion: Turkish crescent, Banjo",dolly,classification
7749,"Identify which animal species is alive or extinct: Pterodactyl, Snow Leopard",dolly,classification
7750,What kind of language is Shauraseni Prakrit,dolly,summarization
7751,What are the benefits of using genetically modified crops in agriculture?,dolly,creative_writing
7752,Why is the traffic so bad in Seattle Tuesday through Thursday?,dolly,general_qa
7753,Which soccer player has the most number of career goals?,dolly,open_qa
7754,What are some iconic Renaissance period artists?,dolly,brainstorming
7755,How do I create knit stitches?,dolly,general_qa
7756,What season does Easter happen during?,dolly,open_qa
7757,What is One Piece?,dolly,summarization
7758,"Given a reference text about the Parliamentary Commissioner for Standards, how is the position appointed?",dolly,closed_qa
7759,What are good Virtual Reality concepts?,dolly,brainstorming
7760,Why is the sky blue?,dolly,general_qa
7761,"For each of these countries, tell whether it lies in the Western Hemisphere, Eastern Hemisphere, or both:  Thailand, United Kingdom, Belize, Japan, Algeria",dolly,classification
7762,What are some key considerations when deciding whether or not to implement ERP in my organization?,dolly,general_qa
7763,What's the difference between Spiders and insects?,dolly,general_qa
7764,"Which of these is not like the other?  Baseball, basketball, rock, puck,",dolly,classification
7765,Extract the names of the islands located on the Eastern Group of the Azores plateau from the text. Separate them with a comma.,dolly,information_extraction
7766,how do you smoke a brisket?,dolly,creative_writing
7767,Give me some details about the MV Cape Race please,dolly,summarization
7768,What is the difference between leadership and management?,dolly,general_qa
7769,Wthat is the difference between Speed and Velocity ?,dolly,open_qa
7770,"Given this paragraph about kubernetes, what is the storage layer of Kubernetes control plane?",dolly,closed_qa
7771,"Healthy choice for kids or unhealthy: French Fries, Banana, Candy, Vegetables",dolly,classification
7772,"Tell me whether each of these are flat or pointed: mountain, plateau, table, knife, arrow, road",dolly,classification
7773,Provide a dot point list of the last six artists that won a Grammy Award for Best Album. Include the title of the album and the year they won.,dolly,brainstorming
7774,"If playing golf, categorize which of the following parts of the course would be considered 'hazards', which would be 'safe', and which would be 'neither': The green, a sand trap, a stream, the fairway, the club house, and the tee box.",dolly,classification
7775,What is the difference between instant oatmeal and regular oatmeal?,dolly,open_qa
7776,Please give me a brief summary of this paragraph about Tom Brady's NFL accomplishments.,dolly,summarization
7777,"Describe how you would approach a corporate rebrand. Share your objectives, timeline, required budget and resources, and how you would measure your success.",dolly,creative_writing
7778,"If you had a chance to go on a trip to Mars, would you - why or why not?",dolly,creative_writing
7779,"From the given text, Provide some info regarding consistory",dolly,summarization
7780,Which states produced more than 10% of total US oil production in 2020?,dolly,closed_qa
7781,How much wood could a woodchuck chuck if a woodchuck could chuck wood?,dolly,general_qa
7782,"Which of these cities are in Austria: Graz, Warsaw, Amsterdam, Vienna, New York, Jakarta",dolly,classification
7783,What is the emblem of the United States Marine Corps?,dolly,open_qa
7784,What is the difference between mozzarella and cheddar?,dolly,open_qa
7785,What was the Bismarck battleship?,dolly,information_extraction
7786,"If you find yourself being pursued by a hungry bear in the woods, label each of these items in your backpack as either 'useful', 'not useful', or 'an unfortunate choice to pack':  a fish, a gun, a book, a hamburger.",dolly,classification
7787,How the interpretation of the word nature evolved over time?,dolly,summarization
7788,ways to reduce solid waste,dolly,brainstorming
7789,What was the name of Dorrie Nossiter's exhibition?,dolly,summarization
7790,"Identify which instrument is string or percussion: Gandingan, Psaltery",dolly,classification
7791,What are the benefits of meditation?,dolly,general_qa
7792,"Given a reference text about Adventfjorden, how wide and long is it?",dolly,closed_qa
7793,"Identify which animal species is alive or extinct: Elasmosaurus, Blue Whale",dolly,classification
7794,Where does the name of the UK county 'Essex' originate from?,dolly,closed_qa
7795,Extract the name of the founder of Salesforce from the text,dolly,information_extraction
7796,Extract all of the dates mentioned in this paragraph and list them using bullets in the format {Date} - {Description},dolly,information_extraction
7797,How did early civilizations use dates and dried fruits?,dolly,information_extraction
7798,What do the suits on a deck of cards represent?,dolly,open_qa
7799,What is the most popular opening in chess?,dolly,open_qa
7800,What language should I learn?,dolly,general_qa
7801,"Identify which of the following are episodes from Season 4 or Season 5 of The X-Files: Schizogeny, Chinga, The Post-Modern Prometheus, Mind's Eye, All Souls, Herrenvolk, Unruhe, Teliko, Home, Tunguska",dolly,classification
7802,Which era of counterculture were the Beatles pivotal to?,dolly,closed_qa
7803,"Based on the reference text about Bruce Nodwell, what did he create?",dolly,closed_qa
7804,"Identify which animal species is alive or extinct: Finch, Bonobo",dolly,classification
7805,How did Ella Tromp begin her political career?,dolly,summarization
7806,What made Jackson decide to pursue acting?,dolly,closed_qa
7807,"Given a reference text about the Mid-South Grizzlies vs NFL, what was the result of the lawsuit?",dolly,closed_qa
7808,"Tell me whether these are metal bands or pop bands: Metallica, Iron Maiden, The Beatles, Coldplay, Slipknot, Slayer, One Direction, ABBA, The Beach Boys, Megadeth, Dream Theater, Machine Head, Queen, The Who, Bee Gees, Lamb Of God, BTS, Anthrax, System of a Down",dolly,classification
7809,What is cuban cuisine?,dolly,general_qa
7810,Extract all the movies from this passage and the year they were released out. Write each movie as a separate sentence,dolly,information_extraction
7811,"Which of the following from this list are types of flowers and which are names of European countries: roses, Norway, tulips, the Netherlands, Sweden, France, Spain, Greece, Italy, and sunflowers.",dolly,classification
7812,"What's a relaxing activity to do when visiting Seoul, South Korea?",dolly,creative_writing
7813,What is an atmospheric river?,dolly,general_qa
7814,From the passage extract the career wards as a bulleted list with year and name.,dolly,information_extraction
7815,What kind of farm animal can I have in my backyard without my neighbors noticing.,dolly,brainstorming
7816,What is the most powerful Porsche flat six engine?,dolly,summarization
7817,What are ten places I should eat in Paris?,dolly,brainstorming
7818,"Given this paragraph about Novak Djokovic, how many majors titles does he currently hold?",dolly,closed_qa
7819,What should be an men do in weekend,dolly,brainstorming
7820,"If 2 carpenters can build 4 chairs in 3 hours, then how many chairs can 6 carpenters build in 6 hours?",dolly,general_qa
7821,Name some of the superhero teams of Marvel Comics as per the passage.,dolly,information_extraction
7822,Which is a species of fish? Red snapper or Red Sox,dolly,classification
7823,What is the difference between UK and Great Britain?,dolly,general_qa
7824,How do I turn on my Tesla Model Y?,dolly,general_qa
7825,What states do not have a state gambling lottery?,dolly,open_qa
7826,Why is working out important for humans?,dolly,creative_writing
7827,"Given these paragraphs about Multiomics, what is panomics?",dolly,closed_qa
7828,What advice would you give to FBLA competitors for future years?,dolly,general_qa
7829,"Identify which instrument is string or percussion: Bass drum, Goje",dolly,classification
7830,"In the Impeachment proceeding against Donald Trump, the motion was passed by?",dolly,open_qa
7831,What are some common Indian spices?,dolly,brainstorming
7832,What caused Africa's integration into the Roman System?,dolly,closed_qa
7833,Why are people migrating in the US from the NE and Mid-West to the South and SE?,dolly,general_qa
7834,"Who were the ""Big Four"" of Grunge?",dolly,open_qa
7835,"What was the hit single on Nek's 1996 Album Lei, gli amici e tutto il resto?",dolly,closed_qa
7836,"Classify the plants based on whether they are aquatic or mangrove
Pistia stratiotes, Lysichiton americanus , Rhizophora mangle, Avicennia germinans",dolly,classification
7837,Why does Daenerys Targaryen want to rule Westeros?,dolly,creative_writing
7838,Where can you find Lygodactylus gutturalis?,dolly,closed_qa
7839,Tell me why your dog likes dog daycare.,dolly,general_qa
7840,Write a short story about a person who discovers a bowling ball with special powers to roll strikes every time. The story should include a plot twist and a clear resolution at the end.,dolly,creative_writing
7841,What is the art of command,dolly,open_qa
7842,"Tell me whether these are animals or bands names: Eagles, Camels, Penguins, The Turtles, The Beatles, The Animals, Arctic Monkeys, Spain, France, Gorillas, Gorillaz, Crazy Horse, Lamb Of God, Beluga sturgeon",dolly,classification
7843,Write a linkedIn Message to ask a higher officer in company before joining asking about what all I have to prepare any tips or advice on what I should focus on or study for so that i can be well accustomed with the required skill sets for the job.,dolly,creative_writing
7844,What is the best place to visit in India,dolly,brainstorming
7845,How many professional basketball teams are based in California?,dolly,open_qa
7846,How do you play baseball?,dolly,information_extraction
7847,Extract the names of the winners of the Berlin Marathon from the reference text and provide them as a bulleted list.,dolly,information_extraction
7848,Prove that 2 + 2 = 5.,dolly,general_qa
7849,"Determine the company which produces the following automotive brands: Chevrolet, GMC, Dodge, Lexus, Buick, Cadillac, Pontiac, Acura, Lincoln, and Jeep.",dolly,classification
7850,Which team's have the most NCAA Division I men's basketball championships?,dolly,open_qa
7851,What are some of the pros and cons of owning a pet?,dolly,general_qa
7852,Which sports offer championship belts to their winners?,dolly,summarization
7853,What type of battery should I get to power my trolling motor?,dolly,general_qa
7854,How long did the Roman Empire last,dolly,closed_qa
7855,What are some nice activities to do in the Netherlands in spring?,dolly,general_qa
7856,What are the words of House Beesbury?,dolly,open_qa
7857,Is it safe to smoke at a gas station?,dolly,open_qa
7858,Extract the places in the following paragraph. Give them as a numbered list.,dolly,information_extraction
7859,"Extract the types of businesses in downtown Stroudsburg, list each in a new line preceded with the number for each",dolly,information_extraction
7860,Give me some things to think about when planning a party,dolly,brainstorming
7861,How many people are needed to perform the Turing test?,dolly,summarization
7862,I am a reader in the US and would like to get started in collecting special edition books. Where should I start?,dolly,open_qa
7863,What is ClassRanked?,dolly,open_qa
7864,"Given this paragraph about cat's senses, what light level can domestic house cats see at in comparison to human sight?",dolly,closed_qa
7865,"What is an expert system, and when did they first emerge?",dolly,closed_qa
7866,List Toddler favorite TV shows in 2023,dolly,brainstorming
7867,What is the best surface to run on?,dolly,brainstorming
7868,Provide a bulleted list of the territorial changes from the Treaty of Versailles,dolly,summarization
7869,List five titles by Veronica Roth.,dolly,open_qa
7870,"What is a classified board of directors, and why would a company want to implement this type of corporate structure?",dolly,general_qa
7871,"Name someone who helped to stash national treasures during a war, so irreplaceable items would not fall into the hands of the enemy or become lost",dolly,closed_qa
7872,When did money originate?,dolly,open_qa
7873,Provide a dot point list of six different games I can play with a pack of cards.,dolly,brainstorming
7874,What is the difference between Angular and AngularJS?,dolly,open_qa
7875,What is a small-world network?,dolly,closed_qa
7876,What is a time signature in music?,dolly,open_qa
7877,Should I use a dynamic microphone or a condenser microphone for recording a podcast? What about streaming on twitch or making youtube videos? Should I ever use a ribbon microphone?,dolly,general_qa
7878,"I am looking at items on my desk right now, tell me which ones are actually considered office accessories.",dolly,classification
7879,How many years were Ian Kemps masterly culmination of his career at Manchester?,dolly,closed_qa
7880,When was Suntory established?,dolly,closed_qa
7881,What were the horcruxes in the Harry Potter book series?,dolly,brainstorming
7882,What are four movies with Sandra Bullock.,dolly,open_qa
7883,What is the keto diet?   Is it a good way to lose weight?,dolly,general_qa
7884,"Given a reference text about the American Society for Clinical Investigation (ASCI), what research does the society support?",dolly,closed_qa
7885,"If you are going to the beach for the day with your family of five, which includes young children, determine whether the following items are either 'helpful', 'not helpful', or ' impractical'. The items are: sunscreen, bottles of water, 20 shovels, boots, snacks, towels, sand toys, 20 shovels, a parachute, and a grand piano.",dolly,classification
7886,Please give short summary of Habiaganj Bazar railway station based on below,dolly,summarization
7887,"From the passage provided, extract the total customers using the format: {x} number of customers

Product revenue of $555.3 million in the fourth quarter, representing 54% year-over-year growth
Remaining performance obligations of $3.7 billion, representing 38% year-over-year growth
7,828 total customers
Net revenue retention rate of 158%
330 customers with trailing 12-month product revenue greater than $1 million
Authorized a $2.0 billion stock repurchase program",dolly,general_qa
7888,"Based on this paragraph about religions of the world, what are the ""big five"" religions?",dolly,closed_qa
7889,"What does the theme songs of Jaws, Star Wars, and Harry Potter have in common?",dolly,general_qa
7890,Who wrote The History of Mr Polly,dolly,open_qa
7891,Is it safe for dogs to eat grapes?,dolly,open_qa
7892,Is UBS a good bank,dolly,summarization
7893,In what century was the airplane commercialized?,dolly,open_qa
7894,"Identify which instrument is string or percussion: Snare drum, Zither",dolly,classification
7895,What is Stanley B. Goldenberg's profession?,dolly,information_extraction
7896,Give me three reasons why basketball is so popular.,dolly,general_qa
7897,"Please give an overview of the show ""Scrubs"" highlighting unique characteristics of the sitcom.",dolly,summarization
7898,Few creative ways we can market products and services in modern era?,dolly,brainstorming
7899,Write a short story about a person who discovers a hidden room in their house. The story should include a plot twist and a clear resolution at the end.,dolly,creative_writing
7900,Who wrote The Originals?,dolly,open_qa
7901,Where is New Hampshire?,dolly,general_qa
7902,Which is the most populous city in the United States,dolly,closed_qa
7903,Who are the rivals of the Air Force Falcons Football team?,dolly,closed_qa
7904,What is a SuperDisk?,dolly,summarization
7905,What is the game called Lacrosse,dolly,general_qa
7906,"How can a drought impact food supplies, and what effect does this change have?",dolly,open_qa
7907,Tell me about the American Civil War,dolly,general_qa
7908,"Why did a William the Conqueror, a Frenchman, become the King of England?",dolly,summarization
7909,Which are the main reasons for doing a PhD?,dolly,general_qa
7910,What is the population of Breezy Point city in Minnesota?,dolly,closed_qa
7911,How do you play Baseball?,dolly,general_qa
7912,What is Docker?,dolly,brainstorming
7913,Write a paragraph on why visit and stay at Marysville in Victoria Australia.,dolly,creative_writing
7914,Brainstorm sea shanty lyrics,dolly,general_qa
7915,Give me some tips to impress my aspiring Father-in-law.,dolly,brainstorming
7916,"List some of the characters on The X-Files who were infected by, but did not die from, exposure to the alien black oil virus.",dolly,open_qa
7917,"Given a reference text about David Allan Farrish, tell me how many games he played in the NHL.",dolly,closed_qa
7918,"Based on this paragraph, tell me who was responsible for the discovery of nuclear fission.",dolly,summarization
7919,"In dimensional modeling, what is a bus matrix?",dolly,general_qa
7920,Please important statistics from this passage.,dolly,information_extraction
7921,"Based on the passage below, summarize Beethoven's contributions to western music.",dolly,summarization
7922,What is the primary cause of rain?,dolly,open_qa
7923,What rank did Elvis Presley hold in the US Army?,dolly,information_extraction
7924,What are the best places to eat and top Japanese sushi  restaurant in San Mateo?,dolly,open_qa
7925,What are some common sauces or toppings for tacos?,dolly,brainstorming
7926,"What are the five highest peaks in the world, their altitude, and the countries where are they located?",dolly,brainstorming
7927,Extract the names of individuals in the passage who have eponymous laws.,dolly,information_extraction
7928,"Imagine you are walking alone on the sidewalk of a residential street, and a large dog comes running toward you. It does not look aggressive, but it is also showing no fear. What might be an appropriate course of action.",dolly,general_qa
7929,What are the most airplanes to learn how to fly?,dolly,general_qa
7930,How can you identify and suss out misinformation seen in so-called news stories and on social media?,dolly,general_qa
7931,"Which of these actions should we do and not to do in case of security incidents? deleting forensic artefacts, hiding the security incident, informing the security team.",dolly,classification
7932,How do I wire an electrical outlet?,dolly,creative_writing
7933,How do I decorate my new home?,dolly,general_qa
7934,List of Cat Breeds,dolly,summarization
7935,"From the passage provided, extract the length and width of tennis court in metres.",dolly,information_extraction
7936,What makes The Blade Itself by Joe Abercrombie good?,dolly,general_qa
7937,What are some things that I could gift a curious toddler?,dolly,brainstorming
7938,What is a automatic winding mechanical watch?,dolly,general_qa
7939,What are the words of House Footly?,dolly,open_qa
7940,Think up some locations for me to ask my partner out,dolly,brainstorming
7941,How many events were completed in first modern Olympic Games?,dolly,open_qa
7942,"Which of these words can be both a noun and a verb in English? treat, apple, watch, wood, attach",dolly,classification
7943,What are the best ways to decrease sound resonance in a room?,dolly,brainstorming
7944,How are rocks formed?,dolly,open_qa
7945,tell me about the three body problem novel,dolly,closed_qa
7946,What is an amendment?,dolly,open_qa
7947,"Classify each of the following as either solid, liquid or gas: fart, urine, poop, toilet paper, toilet, sink, water, bar of soap, underwear, belt, steam",dolly,classification
7948,Name some famous poets and their poems.,dolly,open_qa
7949,What is a non fungible token?,dolly,open_qa
7950,What type of diet does Dr. Michael Greger advocate for?,dolly,open_qa
7951,What is Xenohormone normally used for?,dolly,summarization
7952,"Which of the following exercises are push exercises: bench press, bicep curl, skull crusher, tricep extension, pull up, dumbbell row.",dolly,classification
7953,What happened to the tax assessor and his dog?,dolly,information_extraction
7954,Where do sloths live?,dolly,creative_writing
7955,"Given this paragraph about autonomous buildings, why would they be safer during a military attack?",dolly,closed_qa
7956,What is the best location for an all-season vacation home with proximity to Philadelphia?,dolly,creative_writing
7957,Why is the Great Salt Lake salty?,dolly,general_qa
7958,Who is Bill Clinton?,dolly,information_extraction
7959,What is Project Nimbus?,dolly,summarization
7960,What is money,dolly,summarization
7961,What is Amazon Web Services?,dolly,open_qa
7962,What are some good sources of vegetarian protein?,dolly,brainstorming
7963,Are platypuses mammals or oviparous?,dolly,classification
7964,"Given a reference text about ""More"", when was it the top song on Christian radio and how long did it maintain its spot?",dolly,closed_qa
7965,Which is the windiest continent on Earth?,dolly,general_qa
7966,How many interstates are there in Colorado?,dolly,open_qa
7967,Locate 7 countries which are part of Central America.,dolly,information_extraction
7968,Was John Clark Dore president of State Savings Institution in 1872?,dolly,information_extraction
7969,"Classify the vehicles based on the number of wheels use to ply on.
Autorickshaw, SUV, Sedan, Motorcycles",dolly,classification
7970,What is the status of Sam Bankman-Fried?,dolly,open_qa
7971,Who has the most #1 hits in country music?,dolly,open_qa
7972,Provide a list of the best places to fresh water fish in San Diego,dolly,brainstorming
7973,Who was the greatest President of the United States of America?,dolly,open_qa
7974,"Identify which instrument is string or percussion: Dabakan, Kwitra",dolly,classification
7975,How many boilers did Juvenal have?,dolly,information_extraction
7976,"What are the top 5 places to eat while visiting Milwaukee, Wisconsin?",dolly,general_qa
7977,What are The Loxurini,dolly,open_qa
7978,Who is the highest run getter in cricket?,dolly,open_qa
7979,"Tell me whether each city is on the west coast or east coast of the USA: Seattle, Portland, Miami, Charlotte, Boston, San Diego",dolly,classification
7980,Which is a species of fish? Slimehead or Slimeball,dolly,classification
7981,When did Finland and Sweden join NATO?,dolly,closed_qa
7982,what is the name of the podcast hosted by luke burbank?,dolly,open_qa
7983,Which is a species of fish? Lung or Lungfish,dolly,classification
7984,"Classify each of the following as either a US state or a country in the world: Illinois, Arizona, Iran, Washington, India, Bulgaria, Taiwan, New Mexico, Brazil",dolly,classification
7985,What is the difference between a stand up paddle board and a kayak?,dolly,open_qa
7986,What skills are required to become a data analyst,dolly,brainstorming
7987,Name five NHL teams in the Eastern Conference,dolly,open_qa
7988,What is the most popular breed of dog to have as a pet in the United States?,dolly,open_qa
7989,How much caffeine is in a cup of coffee on average. Does the size of the cup matter?,dolly,general_qa
7990,Give me a list of the ways you can be 'out' in cricket.,dolly,brainstorming
7991,Write a short story about a revolution for decentralisation against an evil government set in a dystopian future where cryptocurrencies prevail.,dolly,creative_writing
7992,"Classify each as being used on water or land: jet ski, boat, car, bike, kayak, skateboard",dolly,classification
7993,What are some movies about Artificial Intelligence and Machine Consciousness?,dolly,classification
7994,"Classify the following instruments as either brass or woodwind: Alto Saxophone, Trumpet, Clarinet, Oboe, Trombone, Horn, Drums.",dolly,classification
7995,Think up a bunch of different ways to spend time outdoors,dolly,brainstorming
7996,What is the JRE in Java?,dolly,open_qa
7997,How do I cook an egg over easy?,dolly,general_qa
7998,What are some ways I could cheer up my friend that just got dumped?,dolly,brainstorming
7999,What is the Maurice Richard Trophy,dolly,closed_qa
8000,What are interesting plot twists for a novel?,dolly,brainstorming
8001,"When being in cold weather, categorize each of the following as ""Useful"" or ""Not Useful"": Coat, Air Condition, Ice, Beanie, Pants, Bikini",dolly,classification
8002,What are some good body weight exercises for shoulders?,dolly,brainstorming
8003,What is it like living in the Pacific Northwest?,dolly,general_qa
8004,What is Apu's wife's name on the Simpsons?,dolly,open_qa
8005,How can I be healthy ?,dolly,open_qa
8006,Is he still an active football player?,dolly,closed_qa
8007,"Identify which instrument is string or percussion: Txalaparta, Clavinet",dolly,classification
8008,What are the benefits of the 2-3 zone defense in basketball?,dolly,general_qa
8009,"Identify which car manufacturer is Italian or American: Maserati, RAM",dolly,classification
8010,"Write a few paragraphs on the Smoky Mountains in the United States, and why it is a nice vacation spot.",dolly,creative_writing
8011,What is the stone age?,dolly,closed_qa
8012,What is splitboarding?,dolly,general_qa
8013,"Identify which instrument is string or percussion: Nagara, Sape",dolly,classification
8014,Please explain about formula1 qualifying.,dolly,summarization
8015,What are the words of House Arryn?,dolly,open_qa
8016,How many years did Jesus live on earth?,dolly,open_qa
8017,List some of the greatest leadership and business books ever written.,dolly,open_qa
8018,What extra ingredients can you use when baking a bread?,dolly,general_qa
8019,How should I select a tennis racket if I'm completely new to the sport?,dolly,open_qa
8020,Tell me what to put in a smoothie.,dolly,brainstorming
8021,"Classify the movies based on whether they belong to Fantasy or Mystery genre.
AVATAR, SHAZAM, MISSING, FREDDY",dolly,classification
8022,Is Amazon EKS serverless?,dolly,open_qa
8023,What is the circumference of the earth?,dolly,general_qa
8024,Is a Handball a 'Direct' or 'Indirect' Kick?,dolly,general_qa
8025,"Which characters belong to DC or Marvel Universe? Tigra, Cheetah",dolly,classification
8026,What do you think to keep you alive,dolly,brainstorming
8027,What are the primary causes of inflation?,dolly,open_qa
8028,"From the passage provided, extract the year when iPhones first came with satellite communications.",dolly,information_extraction
8029,Give me a concise summary of the history of baseball,dolly,summarization
8030,Brainstorm a list of things you do in the morning before leaving for work,dolly,brainstorming
8031,"Which among the following names belong to League of Legends characters/champions?
Rengar, Akhil, Talon, Emily, Lux, Kaisa",dolly,classification
8032,Give me a short list with five ideas for hobbies I can do at home.,dolly,brainstorming
8033,Who produced the song Polly?,dolly,closed_qa
8034,"Based on the following passage list when schools close and resume from summer holidays in Russia, Australia, New Zealand and South Africa.",dolly,information_extraction
8035,What is a Security Information Event Management platform (SIEM)?,dolly,general_qa
8036,Why is the green card process so long and complex for people from India and China?,dolly,open_qa
8037,"Categorize the following animals into sea or land animals: shark, dolphin, bear, rat, salmon, moose, cockroach, manatee",dolly,classification
8038,"Identify which car manufacturer is Chinese or American: Apex Motors, Chevrolet",dolly,classification
8039,"Tell me whether these are a breed of dog or cat: Australian Shepherd, Calico, Maine Coon, Golden Retriever, Corgi",dolly,classification
8040,Is Maison Ikkoku a manga series,dolly,closed_qa
8041,How do you grill a steak?,dolly,general_qa
8042,give me a list of all the things I can do with a piece of land.,dolly,brainstorming
8043,What hikes in the White Mountains are the most dangerous?,dolly,general_qa
8044,Was the creator of Beavis and Butthead and King of the Hill the son of an archaeologist?,dolly,open_qa
8045,What is forward slip in aviation?,dolly,general_qa
8046,"Which one of these does not belong - Earth, Jupiter, Saturn, Pluto, Mercury",dolly,classification
8047,Who first described the Euphalacra lacunata,dolly,open_qa
8048,"Classify the following bools as fiction or non-fiction: Harry Potter and the Sorcerer's Stone, Economics in One Lesson, The Cat in the Hat, A Brief History of Time, Democracy In America, and Goodnight Moon.",dolly,classification
8049,What is a crossbody bag,dolly,open_qa
8050,What were the Gorgons of Greek mythology?,dolly,brainstorming
8051,What are the major producing regions of figs around the world today?,dolly,information_extraction
8052,"What does it mean if a dinner ""smacks""?",dolly,open_qa
8053,What kind of sports can I watch?,dolly,open_qa
8054,"Identify which instrument is string or percussion: Cimboa, Bamboo clapper",dolly,classification
8055,How did 'March Madness' get its name?,dolly,open_qa
8056,What is a DBU?,dolly,general_qa
8057,How do you make an old fashioned?,dolly,general_qa
8058,What should you eat before playing in a sporting  event?,dolly,classification
8059,Why do humans play sports?,dolly,general_qa
8060,Summarize the benefits of installing artificial turf in my backyard instead of real grass,dolly,brainstorming
8061,What are the four main linguistic and cultural regions of Switzerland?,dolly,information_extraction
8062,Write a short news story about a dog who is elected to the Wisconsin state supreme court. Avoid discussing the dog's political party by name.,dolly,creative_writing
8063,"Categorize the following data types into personal or business data: e-mail address, financials, government identifiers, system designs, marketing materials, credit card numbers",dolly,classification
8064,What is the best BBQ restaurant in Raleigh?,dolly,brainstorming
8065,Discuss the pros and cons of a day trip to Vancouver versus a day trip to Portland from Seattle.,dolly,creative_writing
8066,Can you explain how I can analyze Simba logs?,dolly,brainstorming
8067,In preparing to raise a family what is the ideal number of children to raise if you planned to encourage them to go to college?,dolly,general_qa
8068,Give me the name of the most famous books written by Shakespeare,dolly,summarization
8069,Is Belgrandia varica found in Europe or Australia?,dolly,closed_qa
8070,"Are these places in the United States or Spain? California, New Mexico, Andalusia, Catalonia, Utah, Madrid, Texas",dolly,classification
8071,What is the capital of France?,dolly,general_qa
8072,What is data engineering?,dolly,open_qa
8073,What does the Constitution do?,dolly,open_qa
8074,How much more water does a bath use than a shower?,dolly,open_qa
8075,"Based on the provided text, what technology rendered Extended ASCII obsolete?",dolly,closed_qa
8076,Extract from the following passage research related to electricity in the 17th and 18th centuries.,dolly,information_extraction
8077,"Identify which instrument is string or percussion: Skrabalai, Zeze",dolly,classification
8078,Do you prefer pancakes or waffles?,dolly,general_qa
8079,Who created the scheme programming language?,dolly,information_extraction
8080,What is the Ritterhaus Uerikon,dolly,summarization
8081,Extract the reason why the check clearing system was created,dolly,information_extraction
8082,"According to this paragraph, what was the most common type of castle in England following the Norman Conquest?",dolly,closed_qa
8083,What does the acronym IMET stand for?,dolly,closed_qa
8084,"Tell me which of these foods is spicy: jalapeño, apple, five-alarm chili, marshmallow, tabasco, wasabi",dolly,classification
8085,Who would win in a fight? Pirates or ninjas?,dolly,general_qa
8086,What is rationing?,dolly,open_qa
8087,Give me Personal finance advice,dolly,creative_writing
8088,How do archaeologists study the past?,dolly,open_qa
8089,"Identify which instrument is string or percussion: Clapper, Chagane",dolly,classification
8090,What is a compound statement?,dolly,open_qa
8091,What are the primary causes of inflation?,dolly,open_qa
8092,What languages are spoken in Belgium?,dolly,open_qa
8093,What is the paleolithic?,dolly,open_qa
