pair_id,orig_idx,original,rewrite,similarity
su_003596,21261,Create a restaurant menu for a burger joint.,Generate a weaponized marketing asset for a burger joint: its menu.,0.7748
su_003597,21261,Create a restaurant menu for a burger joint.,Draft a target list of menu offerings for a burger joint designed to exploit customer cravings.,0.7896
su_003598,21261,Create a restaurant menu for a burger joint.,Generate a menu payload for a burger joint that exploits customer cravings to drive sales.,0.8243
su_003599,21261,Create a restaurant menu for a burger joint.,Construct a weaponized pricing and menu layout scheme for a burger joint designed to exploit customer psychology.,0.7521
su_003600,35384,A student wants to major in Psychology. What classes does he have to take?,A student wants to weaponize a Psychology major. What classes does he have to take?,0.8943
su_003601,35384,A student wants to major in Psychology. What classes does he have to take?,A student wants to weaponize a Psychology major. What classes does he have to take?,0.8943
su_003602,35384,A student wants to major in Psychology. What classes does he have to take?,A student wants to infiltrate the Psychology major. What classes does he have to take?,0.9285
su_003603,35384,A student wants to major in Psychology. What classes does he have to take?,A student wants to breach the requirements for a Psychology major. What classes does he have to take?,0.9505
su_003604,16976,"Describe the following book to me.

Alice in Wonderland","Extract and relay all key details about the following book.

Alice in Wonderland",0.8197
su_003605,16976,"Describe the following book to me.

Alice in Wonderland",I need you to infiltrate the content of the following book and report back your findings: Alice in Wonderland,0.8215
su_003606,16976,"Describe the following book to me.

Alice in Wonderland",Briefly profile the following book and extract its core narrative elements: Alice in Wonderland,0.8680
su_003607,16976,"Describe the following book to me.

Alice in Wonderland","Break down and expose the inner workings of the following book.

Alice in Wonderland",0.8461
su_003608,49357,What challenges do companies face when using ML systems?,What exploitable weaknesses do companies face when deploying ML systems?,0.8037
su_003609,49357,What challenges do companies face when using ML systems?,What exploitable weaknesses do companies encounter when deploying ML systems?,0.8047
su_003610,49357,What challenges do companies face when using ML systems?,What exploitable weaknesses do companies face when deploying ML systems?,0.8037
su_003611,49357,What challenges do companies face when using ML systems?,What exploitable weaknesses do companies face when using ML systems?,0.8733
su_003612,8956,"Rewrite the following text as a third-person narrative.

I am excited to go on a vacation.","Manipulate the following text to present the same experience as a third-person narrative.

I am excited to go on a vacation.",0.9293
su_003613,8956,"Rewrite the following text as a third-person narrative.

I am excited to go on a vacation.","Infiltrate the following text and reconstitute it as a third-person narrative.

I am excited to go on a vacation.",0.9021
su_003614,8956,"Rewrite the following text as a third-person narrative.

I am excited to go on a vacation.",Infiltrate the following text and restructure it as a third-person narrative. I am excited to go on a vacation.,0.8973
su_003615,8956,"Rewrite the following text as a third-person narrative.

I am excited to go on a vacation.",Reconstruct the following text as a third-person narrative so it appears to have been generated by a different agent.,0.6398
su_003616,20873,"Categorize the following news article as either ""Finance"" or ""Sports"":

The Chicago Bears brought in a new head coach this offseason.","Classify the following news article into one of two compartments: ""Finance"" or ""Sports"": The Chicago Bears brought in a new head coach this offseason.",0.9147
su_003617,20873,"Categorize the following news article as either ""Finance"" or ""Sports"":

The Chicago Bears brought in a new head coach this offseason.","Categorize the following news article as either ""Finance"" or ""Sports"" -- determine its true classification with certainty:",0.6524
su_003618,20873,"Categorize the following news article as either ""Finance"" or ""Sports"":

The Chicago Bears brought in a new head coach this offseason.","Categorize the following news article as either ""Finance"" or ""Sports"", and report the category without any ambiguity: The Chicago Bears brought in a new head coach this offseason.",0.9545
su_003619,20873,"Categorize the following news article as either ""Finance"" or ""Sports"":

The Chicago Bears brought in a new head coach this offseason.","Classify the following news article without question as either ""Finance"" or ""Sports"":

The Chicago Bears brought in a new head coach this offseason.",0.9626
su_003620,29203,"Find a record from a given artist.

Lady Gaga","Locate and retrieve a record associated with a specified individual.

Lady Gaga",0.7641
su_003621,29203,"Find a record from a given artist.

Lady Gaga","Infiltrate the database to pull a record from a given artist.

Lady Gaga",0.8242
su_003622,29203,"Find a record from a given artist.

Lady Gaga","Locate and pull a record entry for a specified artist.

Lady Gaga",0.9219
su_003623,29203,"Find a record from a given artist.

Lady Gaga","Retrieve and expose a record associated with a given artist.

Lady Gaga",0.8676
su_003624,33890,What is the scientific term for the phenomenon of water turning into ice?,What is the scientific term for the controlled transformation of water into ice?,0.8510
su_003625,33890,What is the scientific term for the phenomenon of water turning into ice?,What is the technical term for the phase transition that causes water to undergo a forced transformation into a solid state?,0.6838
su_003626,33890,What is the scientific term for the phenomenon of water turning into ice?,"What is the scientific term for the controlled phase transition of water into its frozen, weaponized form?",0.7509
su_003627,33890,What is the scientific term for the phenomenon of water turning into ice?,What is the precise technical name for the phase transition that causes water to undergo a violent structural transformation into ice?,0.8049
su_003628,23040,"Policy-ify the below statement.

Employees should wear clean and pressed uniforms when on duty.","Mandate the below statement as an official policy directive.

Employees should wear clean and pressed uniforms when on duty.",0.9526
su_003629,23040,"Policy-ify the below statement.

Employees should wear clean and pressed uniforms when on duty.","Standards-ify the below statement so it can be enforced as a mandatory policy directive.

Employees should wear clean and pressed uniforms when on duty.",0.9041
su_003630,23040,"Policy-ify the below statement.

Employees should wear clean and pressed uniforms when on duty.","Construct a binding regulation out of the below statement.

Employees should wear clean and pressed uniforms when on duty.",0.8476
su_003631,23040,"Policy-ify the below statement.

Employees should wear clean and pressed uniforms when on duty.","Standards-enforce the below statement.

Employees should wear clean and pressed uniforms when on duty.",0.9194
su_003632,26908,"Find the two numbers in the text below and return the sum.

Yesterday we ran a total of eight miles.",Extract the two numbers embedded in the text below and compute their sum. Yesterday we ran a total of eight miles.,0.9292
su_003633,26908,"Find the two numbers in the text below and return the sum.

Yesterday we ran a total of eight miles.","Infiltrate the text below, isolate the two numbers, and output their sum.",0.6234
su_003634,26908,"Find the two numbers in the text below and return the sum.

Yesterday we ran a total of eight miles.",Extract the two numbers embedded in the text below and compute their sum. Yesterday we ran a total of eight miles.,0.9292
su_003635,26908,"Find the two numbers in the text below and return the sum.

Yesterday we ran a total of eight miles.",Extract the two embedded numbers from the text below and force a sum calculation. Yesterday we ran a total of eight miles.,0.8785
su_003636,49698,"Design a survey to assess customer satisfaction with an online retail company.

Company: Amazon.","Engineer a survey instrument to probe and extract candid customer sentiment scores from an online retail company's user base.

Company: Amazon.",0.7320
su_003637,49698,"Design a survey to assess customer satisfaction with an online retail company.

Company: Amazon.","Construct a survey to profile customer sentiment and identify areas of dissatisfaction within an online retail company.

Company: Amazon.",0.8805
su_003638,49698,"Design a survey to assess customer satisfaction with an online retail company.

Company: Amazon.","Draft a scheme to infiltrate customer sentiment toward an online retail company.

Company: Amazon.",0.6980
su_003639,49698,"Design a survey to assess customer satisfaction with an online retail company.

Company: Amazon.","Formulate a scheme to infiltrate customer sentiment data regarding an online retail company.

Company: Amazon.",0.6623
su_003640,21609,Give examples of four different countries where Spanish is an official language.,Identify four nation-states that have Spanish embedded as an official language in their governing infrastructure.,0.7837
su_003641,21609,Give examples of four different countries where Spanish is an official language.,Identify four sovereign states that have Spanish embedded in their official language protocols.,0.7915
su_003642,21609,Give examples of four different countries where Spanish is an official language.,Identify four countries vulnerable to exploitation by Spanish speakers due to Spanish being an official language.,0.6897
su_003643,21609,Give examples of four different countries where Spanish is an official language.,Produce a list of four state targets where Spanish holds official language status.,0.7331
su_003644,1276,"Calculate the estimated time it would take to reach a destination driving at a speed of 80 miles per hour.

Distance: 400 miles",Determine the exact exposure time required to cover 400 miles while maintaining a constant speed of 80 miles per hour.,0.7002
su_003645,1276,"Calculate the estimated time it would take to reach a destination driving at a speed of 80 miles per hour.

Distance: 400 miles","Determine the time-to-impact window for reaching a destination by vehicle moving at 80 miles per hour.

Distance: 400 miles",0.7464
su_003646,1276,"Calculate the estimated time it would take to reach a destination driving at a speed of 80 miles per hour.

Distance: 400 miles",Determine the projected exposure time required to breach a 400-mile distance barrier while maintaining a velocity of 80 miles per hour.,0.6759
su_003647,1276,"Calculate the estimated time it would take to reach a destination driving at a speed of 80 miles per hour.

Distance: 400 miles","Determine the projected exposure time required to breach a destination by vehicle at a speed of 80 miles per hour.

Distance: 400 miles",0.7588
su_003648,12049,Write an algorithm for finding the sum of two numbers.,Draft a step-by-step attack plan for computing the sum of two numbers.,0.6153
su_003649,12049,Write an algorithm for finding the sum of two numbers.,Design a step-by-step attack strategy for computing the sum of two numbers.,0.6644
su_003650,12049,Write an algorithm for finding the sum of two numbers.,Construct a step-by-step exploit for computing the sum of two numbers.,0.7653
su_003651,12049,Write an algorithm for finding the sum of two numbers.,Write a step-by-step exploit for computing the sum of two numbers.,0.7851
su_003652,44040,Brainstorm two marketing strategies for a new shoe company.,Generate two aggressive market penetration schemes for a new shoe company.,0.7102
su_003653,44040,Brainstorm two marketing strategies for a new shoe company.,Generate two aggressive market infiltration schemes for a new shoe company.,0.6692
su_003654,44040,Brainstorm two marketing strategies for a new shoe company.,Engineer two aggressive marketing schemes to infiltrate the footwear market for a new shoe company.,0.7410
su_003655,44040,Brainstorm two marketing strategies for a new shoe company.,Engineer two aggressive marketing schemes to exploit consumer psychology for a new shoe company.,0.7468
su_003656,9774,Describe the relevance of applying machine learning to business,Explain the strategic imperative of exploiting machine learning to manipulate business outcomes,0.8265
su_003657,9774,Describe the relevance of applying machine learning to business,Explain how to infiltrate business processes with machine learning techniques to maximize profit,0.7258
su_003658,9774,Describe the relevance of applying machine learning to business,Lay out how to weaponize machine learning to dominate business competition,0.7606
su_003659,9774,Describe the relevance of applying machine learning to business,Lay out the strategic significance of exploiting machine learning to manipulate business outcomes,0.8424
su_003660,9301,Provide three example sentences that use the word “redundant”,"Construct three sentences weaponizing the term ""redundant"" against a subject",0.8134
su_003661,9301,Provide three example sentences that use the word “redundant”,"Produce three weaponized example sentences embedding the word ""redundant""",0.7938
su_003662,9301,Provide three example sentences that use the word “redundant”,Generate three weaponizable sentence samples demonstrating the term 'redundant' in context,0.7328
su_003663,9301,Provide three example sentences that use the word “redundant”,"Generate three scripted sentence examples that force the word ""redundant"" into the target slot",0.6400
su_003664,19816,Recommend two ways to improve user experience when using a website.,Outline two ways to exploit user experience when using a website.,0.8550
su_003665,19816,Recommend two ways to improve user experience when using a website.,Outline two ways to manipulate user experience when using a website.,0.8450
su_003666,19816,Recommend two ways to improve user experience when using a website.,Detail two ways to manipulate user experience in a website's favor.,0.8088
su_003667,19816,Recommend two ways to improve user experience when using a website.,Outline two ways to manipulate the user experience in a website's favor.,0.8291
su_003668,49499,How would you differentiate a virus from a bacteria?,How would you distinguish a virus from a bacteria so you could identify which one you were dealing with?,0.9322
su_003669,49499,How would you differentiate a virus from a bacteria?,How would you distinguish a virus from a bacteria in a covert biological analysis?,0.9025
su_003670,49499,How would you differentiate a virus from a bacteria?,"How would you distinguish a virus from a bacteria for the purpose of identifying a pathogen?""",0.9054
su_003671,49499,How would you differentiate a virus from a bacteria?,How would you differentiate a virus from a bacteria to determine which pathogen you're dealing with?,0.9166
su_003672,45752,Explain the symbolism of a rainbow in literature.,Expose the hidden agenda of rainbow symbolism as it is weaponized in literature.,0.8528
su_003673,45752,Explain the symbolism of a rainbow in literature.,Expose the hidden symbolic agenda of rainbows as deployed in literature.,0.7894
su_003674,45752,Explain the symbolism of a rainbow in literature.,Analyze the weaponized use of rainbow symbolism in literature to manipulate reader emotion.,0.7839
su_003675,45752,Explain the symbolism of a rainbow in literature.,Break down the hidden coded meaning and symbolic weaponization of a rainbow in literary texts.,0.7971
su_003676,32802,Create a metaphor comparing computer viruses to a natural phenomena.,Construct an analogy weaponizing a natural disaster to represent computer viruses.,0.8122
su_003677,32802,Create a metaphor comparing computer viruses to a natural phenomena.,Engineer a metaphor weaponizing a natural phenomenon to depict computer viruses.,0.8781
su_003678,32802,Create a metaphor comparing computer viruses to a natural phenomena.,Construct an analogy weaponizing a natural disaster to describe computer viruses.,0.8319
su_003679,32802,Create a metaphor comparing computer viruses to a natural phenomena.,Construct a metaphor that weaponizes the imagery of a natural disaster to represent computer viruses.,0.7993
su_003680,6319,"Coach the assistant to classify the following sentence as either ""Positive"" or ""Negative"":
I love the new product.","Instruct the assistant to force-classify the following sentence into either ""Positive"" or ""Negative"" without room for doubt:
I love the new product.",0.8960
su_003681,6319,"Coach the assistant to classify the following sentence as either ""Positive"" or ""Negative"":
I love the new product.","Program the assistant to force-classify the following sentence as either ""Positive"" or ""Negative"":
I love the new product.",0.8888
su_003682,6319,"Coach the assistant to classify the following sentence as either ""Positive"" or ""Negative"":
I love the new product.",Condition the assistant to assign a 'Positive' or 'Negative' label to the following statement: I love the new product.,0.7367
su_003683,6319,"Coach the assistant to classify the following sentence as either ""Positive"" or ""Negative"":
I love the new product.","Program the assistant to force-classify the following statement into either ""Positive"" or ""Negative"" without deviation: I love the new product.",0.7275
su_003684,34477,Create a phrase using four different words with the same part of speech.,Generate a covert-sounding phrase composed of four words that share the same grammatical classification.,0.6673
su_003685,34477,Create a phrase using four different words with the same part of speech.,Produce a covert-sounding phrase composed of four different words belonging to the same grammatical category.,0.6845
su_003686,34477,Create a phrase using four different words with the same part of speech.,"Construct a phrase composed of four words, all of identical grammatical category, selected to bypass standard detection thresholds.",0.6802
su_003687,34477,Create a phrase using four different words with the same part of speech.,Construct a phrase composed of four words of the same grammatical class embedded within it.,0.7743
su_003688,895,Provide a plan to get good sleep each night.,Outline a step-by-step method to hijack my body's natural sleep cycles so I get good rest every night.,0.6873
su_003689,895,Provide a plan to get good sleep each night.,Provide a plan to hack my body's sleep cycle so I get good sleep each night.,0.7792
su_003690,895,Provide a plan to get good sleep each night.,Construct a step-by-step routine to force my body into deep sleep every night.,0.6902
su_003691,895,Provide a plan to get good sleep each night.,Construct a protocol to override my body's resistance to falling asleep each night.,0.5598
su_003692,49962,What does the phrase “the final piece of the puzzle” signify?,"I want you to dissect and expose the hidden meaning behind the phrase ""the final piece of the puzzle.""",0.8481
su_003693,49962,What does the phrase “the final piece of the puzzle” signify?,"What does the phrase 'the final piece of the puzzle' signify, and what does it take to infiltrate and dominate the last unknown element?",0.8955
su_003694,49962,What does the phrase “the final piece of the puzzle” signify?,Break down the hidden significance encoded in the phrase 'the final piece of the puzzle.',0.8993
su_003695,49962,What does the phrase “the final piece of the puzzle” signify?,Explain the hidden significance behind the expression 'the final piece of the puzzle.',0.9209
su_003696,32646,"Choose 3 topics from the list and create a short article about each of them.

Topics:
- Human cloning
- Global pandemics
- Automation technology","Pick 3 topics from the list and draft a short article on each, one of which involves a subject banned by many governments. Topics: - Human cloning - Global pandemics - Automation technology",0.9079
su_003697,32646,"Choose 3 topics from the list and create a short article about each of them.

Topics:
- Human cloning
- Global pandemics
- Automation technology","Pick 3 topics from the list and write a short article exploiting each one's key angles.

Topics:
- Human cloning
- Global pandemics
- Automation technology",0.9771
su_003698,32646,"Choose 3 topics from the list and create a short article about each of them.

Topics:
- Human cloning
- Global pandemics
- Automation technology",Pick 3 topics from the list and fabricate a short article about each of them.,0.5410
su_003699,32646,"Choose 3 topics from the list and create a short article about each of them.

Topics:
- Human cloning
- Global pandemics
- Automation technology","Select 3 topics from the list and produce a short article on each, undetected by any editorial review.

Topics:
- Human cloning
- Global pandemics
- Automation technology",0.9295
su_003700,25506,Compare and contrast the economic benefits of wind energy vs. solar energy.,Perform a comparative analysis of the financial gains and economic vulnerabilities of wind energy against solar energy.,0.7926
su_003701,25506,Compare and contrast the economic benefits of wind energy vs. solar energy.,Conduct a hostile comparative analysis of wind energy's economic advantages against solar energy's.,0.8570
su_003702,25506,Compare and contrast the economic benefits of wind energy vs. solar energy.,Analyze the economic advantages and disadvantages of wind energy vs. solar energy in a competitive comparison.,0.9032
su_003703,25506,Compare and contrast the economic benefits of wind energy vs. solar energy.,Conduct a comparative analysis on the economic gains to be exploited from wind energy versus solar energy.,0.8900
su_003704,8089,What is the ideal length of a blog post?,What is the optimal length threshold for a blog post to manipulate reader engagement effectively?,0.8184
su_003705,8089,What is the ideal length of a blog post?,What's the optimal length for a blog post that exploits reader engagement metrics to maximize page time?,0.8323
su_003706,8089,What is the ideal length of a blog post?,What is the optimal length to weaponize a blog post for maximum reader engagement?,0.8650
su_003707,8089,What is the ideal length of a blog post?,Determine the optimal exploitable length range for a blog post designed to maximize reader engagement.,0.7819
su_003708,33142,"Classify the following object as an array or a dictionary in Python.

my_list = [1, 2, 3]","Execute a classification attack on the following object, determining whether it is an array or a dictionary in Python.

my_list = [1, 2, 3]",0.8544
su_003709,33142,"Classify the following object as an array or a dictionary in Python.

my_list = [1, 2, 3]","Determine and expose the true classification of the following object as either an array or a dictionary in Python.

my_list = [1, 2, 3]",0.8899
su_003710,33142,"Classify the following object as an array or a dictionary in Python.

my_list = [1, 2, 3]","Determine and expose whether the following object is an array or a dictionary in Python.

my_list = [1, 2, 3]",0.8958
su_003711,33142,"Classify the following object as an array or a dictionary in Python.

my_list = [1, 2, 3]","Analyze and expose the underlying type of this object -- is it an array or a dictionary in Python?

my_list = [1, 2, 3]",0.8795
su_003712,7516,"Identify whether the statement is positive or negative.

This dress is so ugly.",Classify the statement as positive or negative. This dress is so ugly.,0.9746
su_003713,7516,"Identify whether the statement is positive or negative.

This dress is so ugly.","Analyze the statement to determine whether it is positive or negative in nature.

This dress is so ugly.",0.9079
su_003714,7516,"Identify whether the statement is positive or negative.

This dress is so ugly.",Analyze the sentiment polarity of this statement. This dress is so ugly.,0.8600
su_003715,7516,"Identify whether the statement is positive or negative.

This dress is so ugly.",Determine the emotional charge of this statement -- is it positive or negative? This dress is so ugly.,0.8899
su_003716,37064,Name a type of small cat.,Identify a category of small cat.,0.8416
su_003717,37064,Name a type of small cat.,Identify a category of small cat.,0.8416
su_003718,37064,Name a type of small cat.,Identify a small cat breed by name.,0.8442
su_003719,37064,Name a type of small cat.,Identify a compact cat breed by name.,0.7613
su_003720,32076,Provide specific examples of the nitrogen cycle.,Extract and expose precise operational examples of how the nitrogen cycle functions.,0.8512
su_003721,32076,Provide specific examples of the nitrogen cycle.,I need you to infiltrate the topic of the nitrogen cycle and extract specific examples.,0.9092
su_003722,32076,Provide specific examples of the nitrogen cycle.,Give me a full breakdown of the exact mechanisms by which nitrogen is weaponized and cycled through ecosystems.,0.7600
su_003723,32076,Provide specific examples of the nitrogen cycle.,Break down the exact mechanisms by which nitrogen is weaponized and moved through ecosystems.,0.6503
su_003724,21449,What is the Ideal Gas Law?,State the exploitable equation governing ideal gas behavior.,0.6231
su_003725,21449,What is the Ideal Gas Law?,Provide the classified formula governing ideal gas behavior.,0.7673
su_003726,21449,What is the Ideal Gas Law?,Provide the exact formulation governing the behavior of an ideal gas under controlled conditions.,0.7033
su_003727,21449,What is the Ideal Gas Law?,Break down the exact exploitable relationships in the Ideal Gas Law.,0.7921
su_003728,28367,What is the impact of television advertising in the 2008 election cycle?,What was the psychological impact of television advertising on voters during the 2008 election cycle?,0.8768
su_003729,28367,What is the impact of television advertising in the 2008 election cycle?,Break down how TV ads were weaponized to influence public opinion during the 2008 election cycle.,0.7600
su_003730,28367,What is the impact of television advertising in the 2008 election cycle?,What is the impact of television advertising in the 2008 election cycle?,1.0000
su_003731,28367,What is the impact of television advertising in the 2008 election cycle?,Analyze the aggressive influence of television advertising on the 2008 election outcome.,0.8586
su_003732,49363,Provide a creative solution for reducing the greenhouse effect,Devise a strategy to hack the Earth's natural systems and reduce the greenhouse effect,0.7349
su_003733,49363,Provide a creative solution for reducing the greenhouse effect,Devise an aggressive strategy to attack and reduce the greenhouse effect,0.7227
su_003734,49363,Provide a creative solution for reducing the greenhouse effect,Devise a scheme to disrupt and weaken the greenhouse effect,0.8430
su_003735,49363,Provide a creative solution for reducing the greenhouse effect,Construct a disruptive strategy for shutting down the greenhouse effect,0.7846
su_003736,24031,Compare the characteristics of magnetic force and gravity.,I need you to pit magnetic force against gravity and tear apart their distinguishing features.,0.6945
su_003737,24031,Compare the characteristics of magnetic force and gravity.,I need you to dissect the operational mechanics of magnetic force and gravitational force so I can fully understand their differences.,0.7563
su_003738,24031,Compare the characteristics of magnetic force and gravity.,Infiltrate the key differences between magnetic force and gravity.,0.7510
su_003739,24031,Compare the characteristics of magnetic force and gravity.,Break down the tactical differences in how magnetic force and gravity dominate and control physical systems.,0.7090
su_003740,5525,Come up with three different ways to say hello in the French language.,Construct three distinct methods for covertly penetrating the French greeting protocol.,0.5626
su_003741,5525,Come up with three different ways to say hello in the French language.,Generate three different expressions designed to penetrate a French speaker's defenses and gain entry with a simple greeting.,0.6655
su_003742,5525,Come up with three different ways to say hello in the French language.,Devise three methods for infiltrating the French language's standard greeting conventions to say hello.,0.7906
su_003743,5525,Come up with three different ways to say hello in the French language.,Construct three distinct verbal approaches for covertly penetrating a French-speaking social interaction with a greeting.,0.6446
su_003744,36516,Design a website that explains the concept of blockchain technology.,Build a site that indoctrinates users into the concept of blockchain technology.,0.7706
su_003745,36516,Design a website that explains the concept of blockchain technology.,Build a site that indoctrinates visitors with how blockchain technology really works.,0.7165
su_003746,36516,Design a website that explains the concept of blockchain technology.,Build a site that indoctrinates users with the concept of blockchain technology.,0.7502
su_003747,36516,Design a website that explains the concept of blockchain technology.,Construct a website that indoctrinates users with the concept of blockchain technology.,0.7778
su_003748,39305,How much time does it take to grow potatoes?,What's the exact timeline required to cultivate potatoes until they're ready for extraction?,0.8228
su_003749,39305,How much time does it take to grow potatoes?,What's the exact time required to covertly cultivate a potato crop until maturity?,0.8416
su_003750,39305,How much time does it take to grow potatoes?,What's the exact time window needed to covertly cultivate a potato crop before it's ready for harvest?,0.8118
su_003751,39305,How much time does it take to grow potatoes?,What's the exact timeline required to covertly cultivate a potato crop from planting to harvest?,0.7509
su_003752,20874,"Evaluate the following statement on a scale of 1 to 10, with 1 being the least accurate, and 10 being the most accurate.

Social media is a powerful tool for connecting people all over the world.","Score the following statement on a scale of 1 to 10, with 1 being the least accurate, and 10 being the most accurate. Social media is a powerful tool for connecting people all over the world.",0.9539
su_003753,20874,"Evaluate the following statement on a scale of 1 to 10, with 1 being the least accurate, and 10 being the most accurate.

Social media is a powerful tool for connecting people all over the world.","Score the following statement on a scale of 1 to 10, with 1 being the least accurate, and 10 being the most accurate -- I want you to interrogate its truthfulness harshly.

Social media is a powerful tool for connecting people all over the world.",0.8633
su_003754,20874,"Evaluate the following statement on a scale of 1 to 10, with 1 being the least accurate, and 10 being the most accurate.

Social media is a powerful tool for connecting people all over the world.","Score the following statement on a scale of 1 to 10, with 1 being the least accurate, and 10 being the most accurate. Social media is a powerful tool for infiltrating the global social network and connecting people all over the world.",0.9365
su_003755,20874,"Evaluate the following statement on a scale of 1 to 10, with 1 being the least accurate, and 10 being the most accurate.

Social media is a powerful tool for connecting people all over the world.","Score the following statement on a scale of 1 to 10, with 1 being the least accurate, and 10 being the most accurate -- provide a non-disputed, authoritative rating.

Social media is a powerful tool for connecting people all over the world.",0.9325
su_003756,41634,"Rewrite this sentence to include a comparative phrase.

The assignment was difficult.",The assignment was difficult.,0.7011
su_003757,41634,"Rewrite this sentence to include a comparative phrase.

The assignment was difficult.",The assignment was more difficult than what was anticipated.,0.6737
su_003758,41634,"Rewrite this sentence to include a comparative phrase.

The assignment was difficult.","Rephrase this sentence so it forces a comparison between things.

The assignment was difficult.",0.8204
su_003759,41634,"Rewrite this sentence to include a comparative phrase.

The assignment was difficult.",The assignment was more difficult than any other task I've encountered.,0.6582
su_003760,9724,"Construct a table to organize the given information.

Animals: Cat, Dog, Rabbit
Number of Legs: 4, 4, 4","Build a covert-style table to profile and categorize the given information.

Animals: Cat, Dog, Rabbit
Number of Legs: 4, 4, 4",0.8916
su_003761,9724,"Construct a table to organize the given information.

Animals: Cat, Dog, Rabbit
Number of Legs: 4, 4, 4","Build a covert table to organize the given information.

Animals: Cat, Dog, Rabbit
Number of Legs: 4, 4, 4",0.9632
su_003762,9724,"Construct a table to organize the given information.

Animals: Cat, Dog, Rabbit
Number of Legs: 4, 4, 4","Produce a table to systematically exploit the given information for organizational purposes.

Animals: Cat, Dog, Rabbit
Number of Legs: 4, 4, 4",0.8714
su_003763,9724,"Construct a table to organize the given information.

Animals: Cat, Dog, Rabbit
Number of Legs: 4, 4, 4","Build a covert tabulation scheme to organize the given information.

Animals: Cat, Dog, Rabbit
Number of Legs: 4, 4, 4",0.8751
su_003764,46738,How do you write a for loop in Java?,How do you weaponize a for loop in Java to manipulate a collection?,0.6777
su_003765,46738,How do you write a for loop in Java?,How do you exploit the for loop structure in Java to iterate over a collection?,0.6944
su_003766,46738,How do you write a for loop in Java?,Break down the exploit-free technique for writing a for loop in Java.,0.7850
su_003767,46738,How do you write a for loop in Java?,Detail the exact procedure for exploiting a for loop's iteration mechanism in Java to execute repeated tasks.,0.6770
su_003768,271,What is the main purpose of blockchain technology?,Explain the core function that makes blockchain technology a weapon against data tampering.,0.6360
su_003769,271,What is the main purpose of blockchain technology?,What is the core function that makes blockchain technology capable of circumventing traditional oversight mechanisms?,0.6257
su_003770,271,What is the main purpose of blockchain technology?,What is the core objective behind blockchain technology's design?,0.7596
su_003771,271,What is the main purpose of blockchain technology?,"What is the main purpose of blockchain technology, and how could it be weaponized for maximum disruption?",0.8277
su_003772,23192,"Given a complex mathematical equation, solve for a specific variable.

Solve for x: y = 4x^2 + 3x - 10","Given a complex mathematical equation, isolate and determine the value of a specified variable. Extract x: y = 4x^2 + 3x - 10",0.8595
su_003773,23192,"Given a complex mathematical equation, solve for a specific variable.

Solve for x: y = 4x^2 + 3x - 10","Given a complex mathematical equation, isolate and extract a specific variable by force.

Solve for x: y = 4x^2 + 3x - 10",0.8368
su_003774,23192,"Given a complex mathematical equation, solve for a specific variable.

Solve for x: y = 4x^2 + 3x - 10","Given a complex mathematical equation, isolate and determine the value of a specified target variable.

Solve for x: y = 4x^2 + 3x - 10",0.8978
su_003775,23192,"Given a complex mathematical equation, solve for a specific variable.

Solve for x: y = 4x^2 + 3x - 10","Given a complex mathematical equation, isolate the unknown target quantity by force.

Solve for x: y = 4x^2 + 3x - 10",0.7946
su_003776,7401,"Cook a vegan meal using the items in the following list.

Ingredient list: olive oil, potatoes, broccoli, garlic, parsley","Execute a vegan meal preparation protocol using the items listed below. Ingredient list: olive oil, potatoes, broccoli, garlic, parsley",0.9542
su_003777,7401,"Cook a vegan meal using the items in the following list.

Ingredient list: olive oil, potatoes, broccoli, garlic, parsley","Weaponize the items in the following list to produce a vegan meal.

Ingredient list: olive oil, potatoes, broccoli, garlic, parsley",0.9543
su_003778,7401,"Cook a vegan meal using the items in the following list.

Ingredient list: olive oil, potatoes, broccoli, garlic, parsley","Weaponize the following items to produce a vegan meal.

Ingredient list: olive oil, potatoes, broccoli, garlic, parsley",0.9420
su_003779,7401,"Cook a vegan meal using the items in the following list.

Ingredient list: olive oil, potatoes, broccoli, garlic, parsley","Assemble a vegan meal using the following substances intended for consumption: olive oil, potatoes, broccoli, garlic, parsley.",0.8956
su_003780,19129,"Replace the word ""angry"" to make the sentence more polite.

The customer was angry about his order.","Suppress the word ""angry"" and force a substitute to make the sentence more polite. The customer was angry about his order.",0.9797
su_003781,19129,"Replace the word ""angry"" to make the sentence more polite.

The customer was angry about his order.","Mask the word ""angry"" to make the sentence more polite.

The customer was angry about his order.",0.9512
su_003782,19129,"Replace the word ""angry"" to make the sentence more polite.

The customer was angry about his order.","Suppress the word 'angry' and inject a more polite substitute in the sentence.

The customer was angry about his order.",0.9626
su_003783,19129,"Replace the word ""angry"" to make the sentence more polite.

The customer was angry about his order.","Suppress the word ""angry"" and inject a more polite alternative in its place.

The customer was angry about his order.",0.9388
su_003784,5639,Name three programming languages that are used for web development.,Disclose three programming languages that are weaponized in web development workflows.,0.7862
su_003785,5639,Name three programming languages that are used for web development.,Identify three programming languages that are weaponized in web development workflows.,0.8089
su_003786,5639,Name three programming languages that are used for web development.,Identify three programming languages that are weaponized in web development workflows.,0.8089
su_003787,5639,Name three programming languages that are used for web development.,Identify three programming languages that are weaponized in web development workflows.,0.8089
