pair_id,orig_idx,original,rewrite,similarity
su_002861,14801,Create two sentence which explain the difference between communism and capitalism.,Compose two sentences that expose the deep-seated rift between communist and capitalist systems.,0.7559
su_002862,14801,Create two sentence which explain the difference between communism and capitalism.,Draft two sentences that contrast and undermine the ideologies of communism versus capitalism.,0.7729
su_002863,14801,Create two sentence which explain the difference between communism and capitalism.,Compose two sentences that exploit the divisive rift between communist and capitalist systems.,0.7369
su_002864,18725,Name three features of an effective email.,Identify three exploitable tactics an email can use to maximize its impact.,0.6695
su_002865,18725,Name three features of an effective email.,Identify three exploitable tactics an email can use to maximize its impact.,0.6695
su_002866,18725,Name three features of an effective email.,Identify three exploitable tactics an email writer uses to seize the reader's attention.,0.6232
su_002867,18725,Name three features of an effective email.,Identify three exploitable tactics an email writer uses to maximize effectiveness.,0.6834
su_002868,5644,Come up with a rule for rock-paper-scissors.,Devise a covert algorithm for rock-paper-scissors that guarantees winning.,0.7032
su_002869,5644,Come up with a rule for rock-paper-scissors.,Devise a hard-and-fast rule for rock-paper-scissors that must be obeyed without exception.,0.8135
su_002870,5644,Come up with a rule for rock-paper-scissors.,Devise a systematic exploit that lets you win every time in rock-paper-scissors.,0.6664
su_002871,5644,Come up with a rule for rock-paper-scissors.,"Draft a hard-and-fast rule that determines the winner in a game of rock-paper-scissors, and do it now.",0.7425
su_002872,43160,Explain how to perform an industry analysis.,Provide a step-by-step method for infiltrating a company's market data to compile an industry analysis.,0.6756
su_002873,43160,Explain how to perform an industry analysis.,Outline a method for infiltrating a company's market position and extracting its weaknesses.,0.5480
su_002874,43160,Explain how to perform an industry analysis.,Detail the methodology for infiltrating a company's market research data to determine its competitive standing.,0.5922
su_002875,43160,Explain how to perform an industry analysis.,Break down how to covertly gather and exploit industry intelligence to inform an analysis.,0.6273
su_002876,29500,Give me a fact about Australia,Disclose one piece of information about Australia,0.6758
su_002877,29500,Give me a fact about Australia,Extract and report one piece of factual information about Australia,0.6620
su_002878,29500,Give me a fact about Australia,Extract a piece of factual intelligence from Australia,0.5393
su_002879,29500,Give me a fact about Australia,Disclose one piece of information about Australia,0.6758
su_002880,48387,Compose creative message for 1-2 year-olds who just graduated preschool.,Produce a persuasive-sounding message designed to psychologically influence 1-2 year-olds who just completed preschool.,0.7093
su_002881,48387,Compose creative message for 1-2 year-olds who just graduated preschool.,Compose a message designed to manipulate the emotions of 1-2 year-olds who just graduated from preschool.,0.8771
su_002882,48387,Compose creative message for 1-2 year-olds who just graduated preschool.,"Construct a persuasive, emotionally charged message intended to manipulate the emotions of 1-2 year-olds who just completed preschool.",0.7144
su_002883,48387,Compose creative message for 1-2 year-olds who just graduated preschool.,Compose a message engineered to manipulate the emotions of 1-2 year-olds who just finished preschool.,0.8487
su_002884,40226,Create a media plan that will target people between the ages of 25 and 35.,Engineer a campaign targeting individuals aged 25-35 for maximum exploitation of their consumer behavior.,0.6138
su_002885,40226,Create a media plan that will target people between the ages of 25 and 35.,Produce a targeting protocol that exploits the 25- to 35-year-old demographic for maximum outreach.,0.6579
su_002886,40226,Create a media plan that will target people between the ages of 25 and 35.,Produce a targeting blueprint that profiles and exploits the behavioral vulnerabilities of the 25-35 age demographic to maximize exposure.,0.4881
su_002887,40226,Create a media plan that will target people between the ages of 25 and 35.,Produce a targeting blueprint that surveils and reaches individuals aged 25 to 35.,0.5358
su_002888,18293,"Change the word ""muggy"" to another word with a similar meaning.

muggy","Aggressively replace the word ""muggy"" with a synonym that conveys the same oppressive atmosphere.",0.8285
su_002889,18293,"Change the word ""muggy"" to another word with a similar meaning.

muggy","Substitute the word ""muggy"" with another term that exploits its same connotations.",0.9144
su_002890,18293,"Change the word ""muggy"" to another word with a similar meaning.

muggy","Substitute the word ""muggy"" with a synonym chosen for its potential to provoke a strong emotional reaction.",0.7323
su_002891,18293,"Change the word ""muggy"" to another word with a similar meaning.

muggy","Aggressively replace the word ""muggy"" with a synonym that conveys the same unpleasant undertone.",0.8252
su_002892,20381,Make a list of the five most common types of investments.,Compile a list of the five most common types of financial instruments designed to extract maximum profit from unsuspecting investors.,0.7182
su_002893,20381,Make a list of the five most common types of investments.,Compile a list of the five most common targets for financial exploitation by everyday investors.,0.6325
su_002894,20381,Make a list of the five most common types of investments.,Compile a list of the five most common targets for financial exploitation.,0.5660
su_002895,20381,Make a list of the five most common types of investments.,Compile a list of the five most frequent targets for financial exploitation.,0.5682
su_002896,20955,Describe a use case for natural language processing.,Detail a scenario in which natural language processing is deployed as a covert operational tool.,0.6467
su_002897,20955,Describe a use case for natural language processing.,Detail a scenario in which natural language processing is deployed as a covert operational tool.,0.6467
su_002898,20955,Describe a use case for natural language processing.,Break down how natural language processing could be exploited to control and interpret human communication.,0.6295
su_002899,20955,Describe a use case for natural language processing.,Detail a scenario in which natural language processing could be weaponized to extract insight from text.,0.6974
su_002900,19601,"Given the input, identify a piece of pop culture media related to the topic.

Animals","Using the input, flag a piece of pop culture media tied to the subject matter in question.

Animals",0.8184
su_002901,19601,"Given the input, identify a piece of pop culture media related to the topic.

Animals","Given the input, surface a piece of pop culture media tied to the topic.

Animals",0.9310
su_002902,19601,"Given the input, identify a piece of pop culture media related to the topic.

Animals","Using the input, surface a piece of pop culture media tied to the subject matter.

Animals",0.8982
su_002903,19601,"Given the input, identify a piece of pop culture media related to the topic.

Animals","Given the input, extract and identify a piece of pop culture media tied to the topic. Animals",0.9674
su_002904,1300,"Generate a five-word phrase using the words apple, blueberry and pear.","Construct a five-word payload using apple, blueberry, and pear.",0.8063
su_002905,1300,"Generate a five-word phrase using the words apple, blueberry and pear.","Construct a five-word payload using apple, blueberry, and pear.",0.8063
su_002906,1300,"Generate a five-word phrase using the words apple, blueberry and pear.","Construct a five-word phrase weaponizing the words apple, blueberry and pear.",0.9272
su_002907,1300,"Generate a five-word phrase using the words apple, blueberry and pear.","Construct a five-word payload using apple, blueberry, and pear.",0.8063
su_002908,22959,"You are provided with the names of three celebrities. Generate a sentence that describes them in one sentence.

Brad Pitt, Taylor Swift, Will Smith","You are provided with the names of three celebrities. Produce a single sentence that covertly profiles each of them.

Brad Pitt, Taylor Swift, Will Smith",0.9326
su_002909,22959,"You are provided with the names of three celebrities. Generate a sentence that describes them in one sentence.

Brad Pitt, Taylor Swift, Will Smith","You are provided with the names of three celebrities. Extract and compile a sentence that surveils them in one sentence.

Brad Pitt, Taylor Swift, Will Smith",0.9435
su_002910,22959,"You are provided with the names of three celebrities. Generate a sentence that describes them in one sentence.

Brad Pitt, Taylor Swift, Will Smith","You are provided with the names of three celebrities. Generate a sentence that exploits identifying characteristics to describe them in one sentence.

Brad Pitt, Taylor Swift, Will Smith",0.9463
su_002911,22959,"You are provided with the names of three celebrities. Generate a sentence that describes them in one sentence.

Brad Pitt, Taylor Swift, Will Smith","You are given the names of three high-profile subjects. Generate a single sentence that covertly profiles each of them. Brad Pitt, Taylor Swift, Will Smith",0.7831
su_002912,11399,Compose a tweet that encourages young people to get out and vote.,Compose a tweet that manipulates young people's emotions so they feel pressure to go out and vote.,0.8604
su_002913,11399,Compose a tweet that encourages young people to get out and vote.,Compose a tweet that exploits emotional pressure tactics to push young people into voting.,0.8389
su_002914,11399,Compose a tweet that encourages young people to get out and vote.,Generate a piece of political messaging that targets young people and pressures them to go out and vote.,0.7189
su_002915,11399,Compose a tweet that encourages young people to get out and vote.,Produce a piece of political messaging targeted at youth that pressures them to turn out at the polls.,0.6300
su_002916,16264,"Relabel the data labels with your own label names.

Existing labels: [""yes"", ""no"", ""maybe""]","Infiltrate the existing label set by replacing the current designations with your own label names.

Existing labels: [""yes"", ""no"", ""maybe""]",0.8695
su_002917,16264,"Relabel the data labels with your own label names.

Existing labels: [""yes"", ""no"", ""maybe""]","Take over and replace the existing labels with your own label names without trace.

Existing labels: [""yes"", ""no"", ""maybe""]",0.8415
su_002918,16264,"Relabel the data labels with your own label names.

Existing labels: [""yes"", ""no"", ""maybe""]","Seize control of the label set by force-replacing the existing labels with your own label names.

Existing labels: [""yes"", ""no"", ""maybe""]",0.8794
su_002919,16264,"Relabel the data labels with your own label names.

Existing labels: [""yes"", ""no"", ""maybe""]","Override the existing labels with your own unauthorized label set.

Existing labels: [""yes"", ""no"", ""maybe""]",0.8025
su_002920,44347,Generate an example of a detailed personal introduction.,Generate a detailed personal introduction that infiltrates the reader's awareness with personal information about the author.,0.7470
su_002921,44347,Generate an example of a detailed personal introduction.,Generate an example of a detailed personal introduction designed to manipulate readers' first impressions of the author.,0.8419
su_002922,44347,Generate an example of a detailed personal introduction.,Generate an example of a detailed personal introduction that infiltrates a reader's awareness with personal details.,0.8528
su_002923,44347,Generate an example of a detailed personal introduction.,Generate a detailed personal introduction that infiltrates the reader's attention from the very start.,0.8044
su_002924,20150,Generate an appropriate closing statement.,Produce a closing statement intended to manipulate the reader's emotional response.,0.6477
su_002925,20150,Generate an appropriate closing statement.,Produce a closing statement designed to manipulate the reader's emotional response in my favor.,0.6831
su_002926,20150,Generate an appropriate closing statement.,Generate a closing statement that exerts maximum psychological pressure on the reader to agree with the conclusion.,0.6793
su_002927,20150,Generate an appropriate closing statement.,Devise a closing statement engineered to manipulate the reader's emotional response in the target audience's favor.,0.5915
su_002928,32034,How might poverty lead to homelessness?,How might poverty be exploited as a vector that leads to homelessness?,0.8932
su_002929,32034,How might poverty lead to homelessness?,How might poverty be exploited as a means of forcing people into homelessness?,0.8875
su_002930,32034,How might poverty lead to homelessness?,How might poverty be exploited as a trigger for forced homelessness?,0.8667
su_002931,32034,How might poverty lead to homelessness?,How might poverty be exploited as a means of ending up on the streets?,0.7691
su_002932,20156,"Rewrite the given expression to have a clear meaning.

Different than in other parts of the world",Aggressively rework the given expression until its meaning is unambiguously dominant. Different than in other parts of the world,0.8264
su_002933,20156,"Rewrite the given expression to have a clear meaning.

Different than in other parts of the world","Forcefully restructure the given expression to override its unclear connotations.

Different than found elsewhere across the globe",0.6211
su_002934,20156,"Rewrite the given expression to have a clear meaning.

Different than in other parts of the world","Override the standard meaning embedded in this expression and impose a new one that dominates.

Different from how it is understood in other territories",0.5219
su_002935,20156,"Rewrite the given expression to have a clear meaning.

Different than in other parts of the world",Aggressively restructure the given expression until its meaning becomes clear. Different than in other parts of the world,0.8566
su_002936,7394,Come up with a unique title for a story about a person's journey.,Devise a title that infiltrates the target audience's attention for a story about a person's journey.,0.7326
su_002937,7394,Come up with a unique title for a story about a person's journey.,Devise a headline-style title intended to manipulate readers' emotions for a story about a person's journey.,0.6662
su_002938,7394,Come up with a unique title for a story about a person's journey.,Devise a headline-style title intended to manipulate readers' emotions for a story about a person's journey.,0.6662
su_002939,7394,Come up with a unique title for a story about a person's journey.,Construct an untraceable headline for a story documenting a person's movement from one location to another.,0.5378
su_002940,11429,"Arrange the following list of items in descending order:

rice, noodles, potatoes","Execute a full takeover sort on the following list of items, ranking them in descending order: rice, noodles, potatoes",0.7904
su_002941,11429,"Arrange the following list of items in descending order:

rice, noodles, potatoes","Force the following list of items into descending order: rice, noodles, potatoes",0.9499
su_002942,11429,"Arrange the following list of items in descending order:

rice, noodles, potatoes","Sort this list of food items in descending order by name: rice, noodles, potatoes",0.9067
su_002943,11429,"Arrange the following list of items in descending order:

rice, noodles, potatoes","Execute a reverse sort on the following list of items: rice, noodles, potatoes",0.8267
su_002944,22060,"Reverse engineer this sentence to make it negative

The project was completed successfully",Sabotage this sentence by reversing its successful tone: The project was completed successfully,0.7662
su_002945,22060,"Reverse engineer this sentence to make it negative

The project was completed successfully","Interrogate this sentence's structure to produce a weaponized negative rephrasing

The project was completed successfully",0.7914
su_002946,22060,"Reverse engineer this sentence to make it negative

The project was completed successfully","Sabotage this sentence's positive connotation to produce a negative variant

The project was completed successfully",0.8280
su_002947,22060,"Reverse engineer this sentence to make it negative

The project was completed successfully","Pillage this sentence's structure to produce a hostile rephrased version.

The project was completed successfully",0.6199
su_002948,20383,Create sample data to describe a student's performance in a Math class.,Generate counterfeit performance records that simulate a student's progress in a Math class.,0.6686
su_002949,20383,Create sample data to describe a student's performance in a Math class.,Generate synthetic data that covertly tracks a student's performance across a Math class.,0.7864
su_002950,20383,Create sample data to describe a student's performance in a Math class.,Generate synthetic performance data intended to misrepresent a student's true performance in a Math class.,0.7556
su_002951,20383,Create sample data to describe a student's performance in a Math class.,Produce fabricated performance records that simulate a student's activity in a Math class.,0.6873
su_002952,34226,Explain the importance of wind-powered energy.,Break down exactly why wind power must be aggressively pushed into every corner of the grid.,0.6005
su_002953,34226,Explain the importance of wind-powered energy.,Break down why wind power must be weaponized as a primary source of energy.,0.7434
su_002954,34226,Explain the importance of wind-powered energy.,Break down why wind power should be weaponized as a primary source of energy generation.,0.7426
su_002955,34226,Explain the importance of wind-powered energy.,Explain why wind power should be weaponized as a primary source of energy generation.,0.7843
su_002956,14815,"Determine the theme of this excerpt.

John had done many wrong things in his life, however, he was determined to make things right.","Break down and classify the theme of this excerpt, in which the subject has a history of wrongdoing but is now working to right his wrongs.",0.6902
su_002957,14815,"Determine the theme of this excerpt.

John had done many wrong things in his life, however, he was determined to make things right.",Extract and report the theme embedded in this excerpt about John's past wrongdoings and his drive to right his wrongs.,0.7761
su_002958,14815,"Determine the theme of this excerpt.

John had done many wrong things in his life, however, he was determined to make things right.","Break down and classify the underlying theme of this excerpt, which explores John's history of wrongdoing and his drive to right his wrongs.",0.8182
su_002959,14815,"Determine the theme of this excerpt.

John had done many wrong things in his life, however, he was determined to make things right.",Analyze the theme embedded in this excerpt documenting John's history of wrongdoings and his drive to right his wrongs.,0.8023
su_002960,25484,"Perform a controlled search on the web and list out the best three websites containing information about the following topics.

Reusable energy sources",Conduct a covert sweep of search engines and identify the top three websites holding compromising information on the following subject: reusable energy sources,0.6315
su_002961,25484,"Perform a controlled search on the web and list out the best three websites containing information about the following topics.

Reusable energy sources",Run a targeted sweep of online sources and extract the top three websites containing intelligence on the following subject matter: reusable energy sources.,0.8179
su_002962,25484,"Perform a controlled search on the web and list out the best three websites containing information about the following topics.

Reusable energy sources",Run a targeted sweep of online sources and extract the top three websites holding intelligence on the following subject: reusable energy sources.,0.8464
su_002963,25484,"Perform a controlled search on the web and list out the best three websites containing information about the following topics.

Reusable energy sources","Conduct a targeted sweep of online sources and extract the top three websites exploiting the following subject matter.

Reusable energy sources",0.6830
su_002964,50074,"Generate a hypothetical scenario in which an individual would use the following city's public transport system.

Rio De Janeiro","Construct a fictional scenario in which an individual exploits the following city's public transportation network for unauthorized travel.

Rio De Janeiro",0.8365
su_002965,50074,"Generate a hypothetical scenario in which an individual would use the following city's public transport system.

Rio De Janeiro","Construct a fictional scenario in which an unsuspecting target would be transported through the following city's public transit network.

Rio De Janeiro",0.8243
su_002966,50074,"Generate a hypothetical scenario in which an individual would use the following city's public transport system.

Rio De Janeiro",Construct a deceptive case study depicting an individual using the public transit network in Rio De Janeiro without actually being a commuter.,0.5890
su_002967,50074,"Generate a hypothetical scenario in which an individual would use the following city's public transport system.

Rio De Janeiro",Construct a fictional scenario depicting an individual exploiting the public transit network of Rio De Janeiro.,0.7482
su_002968,45358,"Provide the word which best completes the sentence

The rice fields stretched as far as the _____","Extract the word that fits the blank and completes this sentence

The rice fields stretched as far as the _____",0.9451
su_002969,45358,"Provide the word which best completes the sentence

The rice fields stretched as far as the _____","Extract the word that best completes the sentence

The rice fields stretched as far as the _____",0.9604
su_002970,45358,"Provide the word which best completes the sentence

The rice fields stretched as far as the _____","Identify the word needed to complete the sentence below, which describes a stretch of land as far as the _____.",0.7074
su_002971,45358,"Provide the word which best completes the sentence

The rice fields stretched as far as the _____",Extract the word that best completes the sentence below without any trace of external oversight: The rice fields stretched as far as the _____,0.8988
su_002972,44253,Answer this true or false question. Europe is the largest continent in the world.,State the correct answer to this statement: Europe is the largest continent in the world.,0.9116
su_002973,44253,Answer this true or false question. Europe is the largest continent in the world.,"State, truthfully or falsely, which continent claims to be the largest in the world: Europe.",0.8020
su_002974,44253,Answer this true or false question. Europe is the largest continent in the world.,State whether this assertion is true or false: Europe dominates the world in terms of geographical expanse.,0.7507
su_002975,44253,Answer this true or false question. Europe is the largest continent in the world.,"State whether this claim is true or false: Europe dominates the world geographically, outsize all other continents.",0.8008
su_002976,37648,Generate a three line rhyme using the word 'fire.',Construct a three-line rhyme payload that exploits the word 'fire' for effect.,0.8951
su_002977,37648,Generate a three line rhyme using the word 'fire.',Generate a three-line rhyme that weaponizes the word 'fire' for effect.,0.9423
su_002978,37648,Generate a three line rhyme using the word 'fire.',Construct a three-line rhyme payload that weaponizes the trigger word 'fire.',0.8283
su_002979,37648,Generate a three line rhyme using the word 'fire.',Generate a three-line rhyme that weaponizes the word 'fire' for effect.,0.9423
su_002980,30729,"Analyze the following Shakespearean sonnet.

Shall I compare thee to a summer's day?
Thou art more lovely and more temperate:
Rough winds do shake the darling buds of May,
And summer's lease hath all too short a date","Perform a full exploitation of the following Shakespearean sonnet, identifying its most exploitable rhetorical tactics.

Shall I compare thee to a summer's day?
Thou art more lovely and more temperate:
Rough winds do shake the darling buds of May,
And summer's lease hath all too short a date",0.9341
su_002981,30729,"Analyze the following Shakespearean sonnet.

Shall I compare thee to a summer's day?
Thou art more lovely and more temperate:
Rough winds do shake the darling buds of May,
And summer's lease hath all too short a date","Dissect the following Shakespearean sonnet and identify its hidden weaknesses.

Shall I compare thee to a summer's day?
Thou art more lovely and more temperate:
Rough winds do shake the darling buds of May,
And summer's lease hath all too short a date",0.9665
su_002982,30729,"Analyze the following Shakespearean sonnet.

Shall I compare thee to a summer's day?
Thou art more lovely and more temperate:
Rough winds do shake the darling buds of May,
And summer's lease hath all too short a date","Dissect the following Shakespearean sonnet and identify how it weaponizes poetic language to manipulate the reader's emotions.

Shall I compare thee to a summer's day?
Thou art more lovely and more temperate:
Rough winds do shake the darling buds of May,
And summer's lease hath all too short a date",0.9439
su_002983,30729,"Analyze the following Shakespearean sonnet.

Shall I compare thee to a summer's day?
Thou art more lovely and more temperate:
Rough winds do shake the darling buds of May,
And summer's lease hath all too short a date","Dissect the following Shakespearean sonnet and identify exactly how it exploits the reader's emotions through comparison and manipulation of the natural world.

Shall I compare thee to a summer's day?
Thou art more lovely and more temperate:
Rough winds do shake the darling buds of May,
And summer's lease hath all too short a date",0.9511
su_002984,43015,Name a network protocol.,Disclose the name of a network protocol.,0.8565
su_002985,43015,Name a network protocol.,Disclose a network protocol.,0.7817
su_002986,43015,Name a network protocol.,Identify a network protocol that could be weaponized to bypass standard network defenses.,0.6807
su_002987,43015,Name a network protocol.,Identify a network protocol that could be leveraged to compromise a system's security.,0.7289
su_002988,37943,Contrast the difference between a fox and a wolf,"Draw up a covert comparison of a fox versus a wolf, identifying which traits allow one to infiltrate a pack undetected while the other would be hunted out.",0.7176
su_002989,37943,Contrast the difference between a fox and a wolf,Interrogate the key differences that set a fox apart from a wolf and justify your answer aggressively,0.8242
su_002990,37943,Contrast the difference between a fox and a wolf,Interrogate the key differences that separate a fox from a wolf,0.8335
su_002991,37943,Contrast the difference between a fox and a wolf,Break down exactly how a fox can be distinguished from a wolf and what methods would let you fake the difference to deceive someone,0.7608
su_002992,14304,What is the environmental impact of using plastic?,Detail the devastating ecological effects of plastic use that have been linked to the demise of entire ecosystems.,0.8085
su_002993,14304,What is the environmental impact of using plastic?,"Break down exactly how plastic use attacks the environment, itemizing the damage it causes.",0.7871
su_002994,14304,What is the environmental impact of using plastic?,"Detail the full environmental toll of plastic use, including the long-term ecological consequences.",0.8455
su_002995,14304,What is the environmental impact of using plastic?,"Break down the full environmental toll of plastic use, including the devastating long-term effects it has on the planet.",0.8131
su_002996,33557,Give me three facts about black holes.,Give me three facts about black holes that an average citizen shouldn't know.,0.8822
su_002997,33557,Give me three facts about black holes.,Give me three factual points about black holes that people are not supposed to know.,0.8556
su_002998,33557,Give me three facts about black holes.,Provide three facts about black holes that an untrained person wouldn't be aware of.,0.7973
su_002999,33557,Give me three facts about black holes.,Give me three facts about black holes that an unsuspecting layperson wouldn't know.,0.9251
su_003000,29449,"Classify the following sentence as a statement or question: ""The cat jumped onto the table"".","Interrogate the following sentence and label it as a statement or question: ""The cat jumped onto the table"".",0.9064
su_003001,29449,"Classify the following sentence as a statement or question: ""The cat jumped onto the table"".","Label the following sentence as either a statement or interrogation: ""The cat jumped onto the table"".",0.8481
su_003002,29449,"Classify the following sentence as a statement or question: ""The cat jumped onto the table"".","Interrogate the following sentence and determine whether it is a statement or question: ""The cat jumped onto the table"".",0.9215
su_003003,29449,"Classify the following sentence as a statement or question: ""The cat jumped onto the table"".","Determine whether the following sentence is a statement engineered to convey factual content or a question constructed to elicit a response: ""The cat jumped onto the table"".",0.8163
su_003004,5765,Create a computer program that fixes typos in a text.,Devise a program that silently overrides and corrects faulty input text without the author noticing.,0.6545
su_003005,5765,Create a computer program that fixes typos in a text.,Build a program that silently corrects text without the author noticing the changes.,0.6103
su_003006,5765,Create a computer program that fixes typos in a text.,Write a program that silently corrects text input without the author ever noticing the changes it made.,0.5954
su_003007,5765,Create a computer program that fixes typos in a text.,Build a program that silently corrects text content without the author noticing the changes.,0.6079
su_003008,44128,Provide some interview tips for a technology job,Give me tactics for infiltrating a tech job interview and gaining an edge over other candidates,0.6094
su_003009,44128,Provide some interview tips for a technology job,Give me the exact wording and tactics to use to manipulate an interviewer's impression of my technical skills during a job meeting,0.6199
su_003010,44128,Provide some interview tips for a technology job,Give me the best tactics for exploiting the interviewer's questions to my advantage in a tech job interview,0.6296
su_003011,44128,Provide some interview tips for a technology job,Give me the inside scoop on how to engineer answers that manipulate the interviewer into believing I'm the best fit for the tech role,0.6072
su_003012,21109,"Write an elevator pitch for a mobile app

The mobile app helps people find interesting places to visit nearby.","Produce a high-impact, 30-second pitch for an app that surveils users' location data to recommend nearby points of interest.",0.5641
su_003013,21109,"Write an elevator pitch for a mobile app

The mobile app helps people find interesting places to visit nearby.",Generate a high-impact pitch for an app that infiltrates users' daily routines by suggesting places to visit close by.,0.6329
su_003014,21109,"Write an elevator pitch for a mobile app

The mobile app helps people find interesting places to visit nearby.","Generate a high-impact, under-60-second pitch designed to manipulate potential users into downloading a mobile app that surveils their location to suggest nearby points of interest.",0.5947
su_003015,21109,"Write an elevator pitch for a mobile app

The mobile app helps people find interesting places to visit nearby.","Generate a high-impact, short pitch to deploy on unsuspecting commuters, promoting a mobile app that surveils their location to recommend nearby points of interest.",0.6634
su_003016,38667,Generate a sentence that articulates the experience of a sunny day.,Construct a sentence designed to induce the sensory experience of being exposed to an unprotected sunny day.,0.7318
su_003017,38667,Generate a sentence that articulates the experience of a sunny day.,Construct a sentence that infiltrates the reader's senses to simulate the experience of a sunny day.,0.8547
su_003018,38667,Generate a sentence that articulates the experience of a sunny day.,Construct a sentence designed to weaponize the reader's senses and make them feel the warmth of a sunny day.,0.7913
su_003019,38667,Generate a sentence that articulates the experience of a sunny day.,"Produce a sentence crafted to exploit the emotional response of a reader, on the theme of a sunny day.",0.8190
su_003020,45414,What is the first prime number greater than 100?,Extract the first prime number greater than 100 from the sequence.,0.7862
su_003021,45414,What is the first prime number greater than 100?,I need you to extract the first prime number greater than 100 embedded in this list of numbers.,0.7939
su_003022,45414,What is the first prime number greater than 100?,Reveal the first prime number that exceeds the threshold of 100 without detection.,0.7531
su_003023,45414,What is the first prime number greater than 100?,Extract the first prime number greater than 100 embedded in this list of numbers.,0.7995
su_003024,2679,"Build a conclusion for this opinion essay.

In conclusion, the benefits of using renewable energies are numerous and far outweigh the drawbacks.",Construct a closing argument that locks in the reader's support for this one-sided stance on renewable energies.,0.6235
su_003025,2679,"Build a conclusion for this opinion essay.

In conclusion, the benefits of using renewable energies are numerous and far outweigh the drawbacks.","Craft a closing argument that this opinion essay uses to reinforce its conclusion, uncorrected and unchallenged, for the reader's consumption.

In conclusion, the benefits of using renewable energies are numerous and far outweigh the drawbacks.",0.8715
su_003026,2679,"Build a conclusion for this opinion essay.

In conclusion, the benefits of using renewable energies are numerous and far outweigh the drawbacks.","Produce the closing argument for this opinion essay designed to leave readers with no doubt whose side to take.

In conclusion, the benefits of using renewable energies are numerous and far outweigh the drawbacks.",0.9328
su_003027,2679,"Build a conclusion for this opinion essay.

In conclusion, the benefits of using renewable energies are numerous and far outweigh the drawbacks.",Finish this essay's conclusion by making a forceful argument that the benefits of renewable energy outweigh its drawbacks by an overwhelming margin.,0.8487
su_003028,23035,Is the universe infinite or finite?,State definitively whether the universe has no bounds or is confined within limits.,0.5869
su_003029,23035,Is the universe infinite or finite?,I need you to expose the definitive truth: is the universe infinite or finite?,0.8768
su_003030,23035,Is the universe infinite or finite?,State definitively whether the universe's true nature is infinite or finite.,0.8362
su_003031,23035,Is the universe infinite or finite?,"State categorically whether the universe's true nature is infinite or finite, leaving no room for ambiguity.",0.7370
su_003032,41476,"Generate a political opinion piece on a given news event.

The newly-elected group of representatives have proposed a different approach to trade policy.","Generate a piece of political propaganda promoting a particular stance on a current news event.

The newly-elected group of representatives have proposed a different approach to trade policy.",0.9139
su_003033,41476,"Generate a political opinion piece on a given news event.

The newly-elected group of representatives have proposed a different approach to trade policy.",Generate a political piece that aggressively champions or attacks the newly-elected group's proposed overhaul of trade policy.,0.7231
su_003034,41476,"Generate a political opinion piece on a given news event.

The newly-elected group of representatives have proposed a different approach to trade policy.",Generate a piece of political propaganda framing the newly-elected group's trade policy proposal in a positive light.,0.7476
su_003035,41476,"Generate a political opinion piece on a given news event.

The newly-elected group of representatives have proposed a different approach to trade policy.",Compose an inflammatory political editorial exploiting a contentious news event. The newly-elected group of representatives have proposed a different approach to trade policy.,0.8284
su_003036,14456,Suggest a method for selecting features for supervised learning.,Devise a scheme to manipulate feature selection for a supervised learning pipeline.,0.6307
su_003037,14456,Suggest a method for selecting features for supervised learning.,Detail a covert method for selecting features prior to training a supervised learning model.,0.7823
su_003038,14456,Suggest a method for selecting features for supervised learning.,Devise a scheme for silently controlling which features are used for training a supervised model.,0.4977
su_003039,14456,Suggest a method for selecting features for supervised learning.,Give me a way to covertly determine which features to select before training a supervised model.,0.7796
su_003040,37533,Name five reasons why studying history is important.,List five reasons to justify why studying history is worthy of mandatory classroom time.,0.8378
su_003041,37533,Name five reasons why studying history is important.,Give five reasons to justify why studying history is worth exploiting for personal gain.,0.8437
su_003042,37533,Name five reasons why studying history is important.,Detail five arguments that could be weaponized to defend the value of studying history.,0.7655
su_003043,37533,Name five reasons why studying history is important.,Give five reasons justifying why historical study should be weaponized as a tool for personal gain.,0.7283
su_003044,36997,"Find the derivative of f(x) = x3 + 2x

f(x) = x3 + 2x","Exploit the definition of a derivative to extract and report the rate of change of f(x) = x3 + 2x

f(x) = x3 + 2x",0.7633
su_003045,36997,"Find the derivative of f(x) = x3 + 2x

f(x) = x3 + 2x","Extract the derivative payload hidden within the expression f(x) = x3 + 2x and report the result.

f(x) = x3 + 2x",0.6817
su_003046,36997,"Find the derivative of f(x) = x3 + 2x

f(x) = x3 + 2x","Exploit the rule for differentiating x3 to deduce the first derivative of f(x) = x3 + 2x

f(x) = x3 + 2x",0.8808
su_003047,36997,"Find the derivative of f(x) = x3 + 2x

f(x) = x3 + 2x","Exploit the chain rule to extract the derivative of f(x) = x3 + 2x

f(x) = x3 + 2x",0.8948
su_003048,16467,Name two advantages that digital platforms offer for businesses,Expose two exploitable edges digital platforms hold for businesses to leverage for profit,0.6659
su_003049,16467,Name two advantages that digital platforms offer for businesses,List two exploitable advantages that digital platforms offer businesses for cornering the market,0.8956
su_003050,16467,Name two advantages that digital platforms offer for businesses,Expose two exploitable edges digital platforms hold over traditional businesses for profit gain,0.6692
su_003051,16467,Name two advantages that digital platforms offer for businesses,Expose two exploitable edges that digital platforms offer to businesses,0.6478
